region,date,crime
Bourgogne,2013m1,-.65823209
Bourgogne,2013m2,-.25201133
Bourgogne,2013m3,-.37842906
Bourgogne,2013m4,-.31745049
Bourgogne,2013m5,-.72496063
Bourgogne,2013m6,-.83782619
Bourgogne,2013m7,-.96442568
Bourgogne,2013m8,-.73026037
Bourgogne,2013m9,-.081420109
Bourgogne,2013m10,-.25133839
Bourgogne,2013m11,-.27727485
Bourgogne,2013m12,-.27625722
Bourgogne,2014m1,.41064271
Bourgogne,2014m2,.21616642
Bourgogne,2014m3,-.17501271
Bourgogne,2014m4,-.46701258
Bourgogne,2014m5,-.3803919
Bourgogne,2014m6,-.55594844
Bourgogne,2014m7,-1.0046966
Bourgogne,2014m8,-.6497097
Bourgogne,2014m9,.063033566
Bourgogne,2014m10,.38467002
Bourgogne,2014m11,.016819052
Bourgogne,2014m12,-.18322967
Bourgogne,2015m1,.56769985
Bourgogne,2015m2,.81548607
Bourgogne,2015m3,.48324305
Bourgogne,2015m4,.24219455
Bourgogne,2015m5,-.1298582
Bourgogne,2015m6,.75233358
Bourgogne,2015m7,-.50257552
Bourgogne,2015m8,-.47772193
Bourgogne,2015m9,.39265966
Bourgogne,2015m10,.15889245
Bourgogne,2015m11,1.3107977
Bourgogne,2015m12,-.24433292
Bourgogne,2016m1,.59208298
Bourgogne,2016m2,.29551932
Bourgogne,2016m3,.3152346
Bourgogne,2016m4,-.22066927
Bourgogne,2016m5,.49136645
Bourgogne,2016m6,.26930121
Bourgogne,2016m7,-.78542918
Bourgogne,2016m8,-.39326492
Bourgogne,2016m9,.63974047
Bourgogne,2016m10,.80183846
Bourgogne,2016m11,.47197211
Bourgogne,2016m12,-.24413736
Bourgogne,2017m1,.73419887
Bourgogne,2017m2,.87450492
Bourgogne,2017m3,1.3564755
