date,cat_spirituality
2008m1,-.1800418
2008m2,-.1280218
2008m3,-.1921617
2008m4,-.2983614
2008m5,-.5600574
2008m6,-1.103064
2008m7,-1.324543
2008m8,-1.038293
2008m9,-.521762
2008m10,-.215016
2008m11,-.1742243
2008m12,-.1070423
2009m1,-.0910235
2009m2,.0554948
2009m3,.1038864
2009m4,-.1054877
2009m5,-.4732303
2009m6,-.7375655
2009m7,-.8808005
2009m8,-.4173849
2009m9,.7062251
2009m10,1.844481
2009m11,2.315445
2009m12,2.14805
2010m1,1.874948
2010m2,2.080583
2010m3,2.286506
2010m4,2.283221
2010m5,1.879713
2010m6,1.354649
2010m7,.8329745
2010m8,.6713203
2010m9,1.118353
2010m10,1.315855
2010m11,1.157076
2010m12,.7846447
2011m1,.4703459
2011m2,.4487693
2011m3,.4539846
2011m4,.2421684
2011m5,-.255869
2011m6,-.7296292
2011m7,-.9387167
2011m8,-.7018176
2011m9,.0399571
2011m10,.6521862
2011m11,.6191117
2011m12,.1792981
2012m1,-.0486747
2012m2,.0396081
2012m3,.1121615
2012m4,-.0077621
2012m5,-.3933592
2012m6,-.8101877
2012m7,-.8862469
2012m8,-.6012394
2012m9,-.0028494
2012m10,.2157069
2012m11,-.0653069
2012m12,-.3662527
2013m1,-.389102
2013m2,-.1654553
2013m3,.0046823
2013m4,-.1156364
2013m5,-.3172205
2013m6,-.6372736
2013m7,-.9323864
2013m8,-1.04487
2013m9,-.6146827
2013m10,-.2350208
2013m11,-.2046823
2013m12,-.318022
2014m1,-.3361389
2014m2,-.3312624
2014m3,-.3649445
2014m4,-.4401711
2014m5,-.6745368
2014m6,-.9489702
2014m7,-.979967
2014m8,-.6568475
2014m9,-.0312325
2014m10,.3126765
2014m11,.1955747
2014m12,-.013648
2015m1,-.0296032
2015m2,.0490364
2015m3,.0327709
2015m4,-.2461106
2015m5,-.8089854
2015m6,-1.169561
2015m7,-1.296692
2015m8,-.9928799
2015m9,-.4010763
2015m10,-.072136
2015m11,-.0685974
2015m12,-.200966
2016m1,-.2331315
2016m2,-.0500797
2016m3,.1966785
2016m4,.5997401
