date,swb_stress
2008m1,-.612204
2008m2,-.4404888
2008m3,-.2552562
2008m4,-.2775583
2008m5,-.3323442
2008m6,-.3804782
2008m7,-.4269623
2008m8,-.3649211
2008m9,-.3005838
2008m10,-.1705813
2008m11,.0145591
2008m12,.3029431
2009m1,.5260429
2009m2,.6422949
2009m3,.5821159
2009m4,.5980034
2009m5,.5487447
2009m6,.3456161
2009m7,.2062069
2009m8,.3126258
2009m9,.6346715
2009m10,.8971084
2009m11,.898509
2009m12,.7817628
2010m1,.6355405
2010m2,.537751
2010m3,.4484619
2010m4,.5998098
2010m5,.7699304
2010m6,.8221983
2010m7,.9152252
2010m8,1.099791
2010m9,1.228434
2010m10,1.267013
2010m11,1.044699
2010m12,.736957
2011m1,.2808725
2011m2,.1279867
2011m3,.2105455
2011m4,.3242405
2011m5,.314468
2011m6,.2833404
2011m7,.2059225
2011m8,.2881545
2011m9,.5608811
2011m10,.7955354
2011m11,.6939436
2011m12,.5232726
2012m1,.4533345
2012m2,.5192552
2012m3,.5173872
2012m4,.5470918
2012m5,.4730587
2012m6,.3630178
2012m7,.3581994
2012m8,.5821552
2012m9,.8406018
2012m10,.8855178
2012m11,.7376111
2012m12,.5484481
2013m1,.3661938
2013m2,.3665859
2013m3,.4649875
2013m4,.4735331
2013m5,.2893805
2013m6,-.1548757
2013m7,-.7997897
2013m8,-1.166222
2013m9,-1.296645
2013m10,-1.334367
2013m11,-1.35885
2013m12,-1.344969
2014m1,-1.382129
2014m2,-1.470146
2014m3,-1.590656
2014m4,-1.722398
2014m5,-1.894185
2014m6,-1.989895
2014m7,-1.909687
2014m8,-1.719048
2014m9,-1.560624
2014m10,-1.548009
2014m11,-1.60398
2014m12,-1.678042
2015m1,-1.718817
2015m2,-1.666247
2015m3,-1.532501
2015m4,-1.33094
2015m5,-1.134006
2015m6,-1.021624
2015m7,-1.085501
2015m8,-1.10325
2015m9,-1.098398
2015m10,-1.285721
2015m11,-1.564616
2015m12,-1.688678
2016m1,-1.660323
2016m2,-1.520424
2016m3,-1.287402
2016m4,-.9273862
