date,cat_education
2008m1,.3549764
2008m2,.1697328
2008m3,.0215627
2008m4,-.1595672
2008m5,-.5930005
2008m6,-.9599161
2008m7,-.8181508
2008m8,-.1318406
2008m9,.4731293
2008m10,.4341749
2008m11,.1004411
2008m12,-.0809035
2009m1,.1089985
2009m2,.3997163
2009m3,.3965663
2009m4,.1035681
2009m5,-.4876994
2009m6,-.9021775
2009m7,-.803395
2009m8,-.1010381
2009m9,.9275146
2009m10,1.793657
2009m11,2.009906
2009m12,1.734023
2010m1,1.730082
2010m2,1.88939
2010m3,1.873762
2010m4,1.597697
2010m5,.9858056
2010m6,.4550528
2010m7,.4657069
2010m8,1.174167
2010m9,1.857015
2010m10,1.820229
2010m11,1.366798
2010m12,.7577011
2011m1,.3349561
2011m2,.0888388
2011m3,-.0434833
2011m4,-.2557816
2011m5,-.5988483
2011m6,-.7778925
2011m7,-.4968903
2011m8,.1733901
2011m9,.6550455
2011m10,.643791
2011m11,.36926
2011m12,.007903
2012m1,-.0043425
2012m2,.0545086
2012m3,.020338
2012m4,-.2033365
2012m5,-.6319888
2012m6,-.9229457
2012m7,-.7853034
2012m8,-.2091236
2012m9,.3011903
2012m10,.3174737
2012m11,-.0142018
2012m12,-.341379
2013m1,-.2455062
2013m2,-.0801066
2013m3,-.1024351
2013m4,-.2681877
2013m5,-.7502844
2013m6,-1.151502
2013m7,-1.074046
2013m8,-.4870203
2013m9,.0748466
2013m10,.1802731
2013m11,-.0946235
2013m12,-.4391845
2014m1,-.4479336
2014m2,-.4462264
2014m3,-.5350988
2014m4,-.6430945
2014m5,-.9263631
2014m6,-1.203106
2014m7,-1.108155
2014m8,-.5026609
2014m9,.1017186
2014m10,.197893
2014m11,-.0250776
2014m12,-.2153642
2015m1,-.1164932
2015m2,-.0551397
2015m3,-.0751741
2015m4,-.2064769
2015m5,-.7203496
2015m6,-1.09522
2015m7,-.9279727
2015m8,-.2032458
2015m9,.2153726
2015m10,-.1307379
2015m11,-.7215033
2015m12,-1.080829
2016m1,-1.035934
2016m2,-.89578
2016m3,-.5767692
2016m4,.1726373
