date,cat_healthy_habits
2008m1,.5951319
2008m2,-.4561651
2008m3,-.9524404
2008m4,-1.24981
2008m5,-1.235364
2008m6,-1.135754
2008m7,-1.135109
2008m8,-1.339458
2008m9,-1.500548
2008m10,-1.625211
2008m11,-1.635443
2008m12,-1.258759
2009m1,-.6386262
2009m2,-.4390716
2009m3,-.458701
2009m4,-.6147721
2009m5,-.7071625
2009m6,-.7118402
2009m7,-.631782
2009m8,-.4989931
2009m9,-.1878114
2009m10,.289672
2009m11,.4230323
2009m12,.8073612
2010m1,1.664454
2010m2,2.186593
2010m3,2.272805
2010m4,2.060228
2010m5,1.798994
2010m6,1.638001
2010m7,1.290394
2010m8,.8620269
2010m9,.5250489
2010m10,.346951
2010m11,.5192774
2010m12,.6976634
2011m1,.8208603
2011m2,.5545203
2011m3,.2155354
2011m4,-.0367734
2011m5,-.0942792
2011m6,.0084273
2011m7,-.0618593
2011m8,-.3229491
2011m9,-.5186156
2011m10,-.7570111
2011m11,-.6358498
2011m12,-.1971256
2012m1,.4718165
2012m2,.7732727
2012m3,.8047398
2012m4,.7143881
2012m5,.6492474
2012m6,.5418485
2012m7,.4025672
2012m8,.1061563
2012m9,-.182864
2012m10,-.734603
2012m11,-1.11945
2012m12,-.8211991
2013m1,.0046575
2013m2,.4456586
2013m3,.5262136
2013m4,.5103058
2013m5,.3109263
2013m6,.1752839
2013m7,-.047539
2013m8,-.2670593
2013m9,-.4437153
2013m10,-.7056801
2013m11,-.9295598
2013m12,-.754078
2014m1,-.1315895
2014m2,.2966451
2014m3,.3953584
2014m4,.2088
2014m5,.1094221
2014m6,.145617
2014m7,-.0537557
2014m8,-.442746
2014m9,-.6934972
2014m10,-.8772718
2014m11,-.8594081
2014m12,-.4876297
2015m1,.3027448
2015m2,.7528437
2015m3,.8935448
2015m4,.7422267
2015m5,.553125
2015m6,.5825371
2015m7,.3934657
2015m8,-.0237635
2015m9,-.4266092
2015m10,-.7506123
2015m11,-.9231035
2015m12,-.7138937
2016m1,.0350894
2016m2,.4769876
2016m3,.6966713
2016m4,.8277749
