date,swb_anger
2008m1,-1.351621
2008m2,-1.220458
2008m3,-1.050209
2008m4,-.6466481
2008m5,.2148277
2008m6,.698395
2008m7,.5540924
2008m8,.2546847
2008m9,-.2489769
2008m10,-.2168126
2008m11,.122241
2008m12,.2057708
2009m1,.2306372
2009m2,-.0755539
2009m3,-.5334206
2009m4,-.4221461
2009m5,.0282197
2009m6,.0658886
2009m7,.2416478
2009m8,.4320344
2009m9,-.012516
2009m10,-.3964489
2009m11,-.4776661
2009m12,-.432184
2010m1,-.7607928
2010m2,-1.152143
2010m3,-1.175512
2010m4,-.8848161
2010m5,.079571
2010m6,1.265507
2010m7,1.908856
2010m8,1.615088
2010m9,.7112078
2010m10,.0905299
2010m11,.0554794
2010m12,-.0298014
2011m1,-.6507008
2011m2,-1.041464
2011m3,-.9491669
2011m4,-.5733765
2011m5,-.2313371
2011m6,.3316121
2011m7,.6111818
2011m8,.4600095
2011m9,-.3732187
2011m10,-.8712447
2011m11,-.9479018
2011m12,-1.036092
2012m1,-1.08569
2012m2,-1.284033
2012m3,-1.424168
2012m4,-1.273763
2012m5,-.7109182
2012m6,-.1301457
2012m7,.2086015
2012m8,.0784772
2012m9,-.4142047
2012m10,-.7395883
2012m11,-.7491069
2012m12,-.8200479
2013m1,-1.085683
2013m2,-1.231802
2013m3,-1.016969
2013m4,-.7781748
2013m5,-.5877391
2013m6,-.5324977
2013m7,-.566568
2013m8,-.6959676
2013m9,-.8920728
2013m10,-.9802192
2013m11,-.9085704
2013m12,-.6251326
2014m1,-.3618668
2014m2,-.4749005
2014m3,-.6232357
2014m4,-.6837749
2014m5,-.4078081
2014m6,.2119556
2014m7,.6298733
2014m8,.5771686
2014m9,.2345223
2014m10,.0394036
2014m11,-.0423529
2014m12,.1141227
2015m1,.3247853
2015m2,.5301386
2015m3,.8168759
2015m4,.8922601
2015m5,.7668617
2015m6,.9660316
2015m7,1.145886
2015m8,.9093071
2015m9,.4034271
2015m10,.2297075
2015m11,.2464487
2015m12,.3389551
2016m1,.4388577
2016m2,.4773899
2016m3,.7255181
2016m4,1.218971
