date,swb_security
2008m1,.3820076
2008m2,.2581336
2008m3,.135771
2008m4,.4607895
2008m5,.6882403
2008m6,.6729951
2008m7,.4748333
2008m8,.0460022
2008m9,-.8262528
2008m10,-1.25971
2008m11,-.9744396
2008m12,-.4798323
2009m1,-.2294332
2009m2,.1982191
2009m3,.6138789
2009m4,.8656667
2009m5,.95984
2009m6,1.127052
2009m7,1.053032
2009m8,.581979
2009m9,.1841369
2009m10,.164469
2009m11,.2273889
2009m12,.492838
2010m1,.5217657
2010m2,.4462978
2010m3,.2688976
2010m4,.459428
2010m5,.849996
2010m6,1.08136
2010m7,.7874657
2010m8,.1462431
2010m9,-.2067983
2010m10,-.2566664
2010m11,.0458112
2010m12,.1366729
2011m1,-.0478096
2011m2,-.0898474
2011m3,.0637737
2011m4,.425584
2011m5,.7740481
2011m6,1.044279
2011m7,1.029374
2011m8,.8710308
2011m9,.763761
2011m10,.6941359
2011m11,.818479
2011m12,.9010348
2012m1,1.115394
2012m2,1.280762
2012m3,1.455202
2012m4,1.498315
2012m5,1.780334
2012m6,2.003992
2012m7,2.05472
2012m8,1.695135
2012m9,1.278394
2012m10,1.070153
2012m11,.8973087
2012m12,.7165732
2013m1,.7908208
2013m2,1.095133
2013m3,1.573886
2013m4,1.889295
2013m5,2.090814
2013m6,2.11741
2013m7,1.984429
2013m8,1.754207
2013m9,1.766525
2013m10,1.704772
2013m11,1.537524
2013m12,1.383005
2014m1,1.460463
2014m2,1.724495
2014m3,1.946349
2014m4,2.213808
2014m5,2.350157
2014m6,2.243323
2014m7,2.126442
2014m8,2.081931
2014m9,2.135181
2014m10,2.183417
2014m11,2.302349
2014m12,2.228102
2015m1,2.069039
2015m2,2.0179
2015m3,2.058929
2015m4,2.268009
2015m5,2.377897
2015m6,2.200775
2015m7,1.824131
2015m8,1.709869
2015m9,1.826102
2015m10,1.921379
2015m11,2.044447
2015m12,2.069239
2016m1,2.19347
2016m2,2.306821
2016m3,2.066382
2016m4,1.547985
