personal_security_f
.3330113
.3368801
-.41239
-.1886712
-.168406
-1.012953
-.6279361
-1.305454
-1.324848
-.59325
.0979798
1.085913
-.7244584
-.3096799
-.2675982
.150968
-.138089
-.3637948
1.015951
-.6126361
-1.13662
-.7279107
.6688646
4.576656
3.877536
1.054348
.0825461
.4368978
-.2406001
.2028199
.3418431
-.4635735
-.9169779
-.4003393
.2064437
1.023377
-.1347654
-.4981893
-.8581184
-.7215629
-.7605186
.0810875
.2975903
-.3323033
.4810797
.8488984
.2817165
.3013932
-.1194859
-.6903096
-.1584197
-.2402364
.1316077
-.1007057
-.2572497
-.3868609
-.720498
