respect
1.158224
.4232574
.430982
2.64915
-.2198838
-.7863191
.0199008
.4372604
-1.896906
-1.878209
.3465787
1.532888
1.178213
1.215646
.8026931
1.071265
1.056086
3.532595
1.061621
.8573445
-.3730093
.1853393
-.7877867
2.239998
2.334762
1.721426
1.439
2.775326
1.868989
1.894731
-.5466684
-.5140309
-.5467017
-1.101669
-1.007724
-.0844654
.3797428
-.5682477
-.5305529
-1.005396
-.7456593
-2.043226
-1.018246
-.6816664
-.3156426
-1.185652
-.8189449
-1.108644
-.113006
-.0852148
.1525996
.0636978
.5961151
.5634123
-.052096
-.5096421
-.9236339
