date,swb_sadness
2011m1,.2352239
2011m2,.0012066
2011m3,-.1420975
2011m4,-.3049559
2011m5,-.2629288
2011m6,-.3436163
2011m7,-.4400111
2011m8,-.2803802
2011m9,-.0818133
2011m10,-.049008
2011m11,-.0361806
2011m12,-.2147689
2012m1,-.6736569
2012m2,-1.027467
2012m3,-1.267167
2012m4,-1.413986
2012m5,-1.265924
2012m6,-.991864
2012m7,-.6733878
2012m8,-.2301696
2012m9,.1622901
2012m10,.4638889
2012m11,.9161558
2012m12,1.096161
2013m1,.5721433
2013m2,-.1488441
2013m3,-.6425949
2013m4,-.9614788
2013m5,-1.053825
2013m6,-1.011636
2013m7,-.8263029
2013m8,-.377515
2013m9,.0262841
2013m10,-.0181595
2013m11,.0997191
2013m12,.2169619
2014m1,-.0605212
2014m2,-.6201406
2014m3,-1.266061
2014m4,-1.522794
2014m5,-1.5302
2014m6,-1.376607
2014m7,-.9751939
2014m8,-.2582733
2014m9,-.043955
2014m10,-.3535179
2014m11,-.5032564
2014m12,-.6513079
2015m1,-1.056741
2015m2,-1.595566
2015m3,-2.05577
2015m4,-2.274231
2015m5,-2.149988
2015m6,-1.932209
2015m7,-1.819129
2015m8,-1.378785
2015m9,-.8031798
2015m10,-.2116905
2015m11,-.1504072
2015m12,-.7046617
2016m1,-1.335107
2016m2,-1.912728
2016m3,-2.569885
2016m4,-3.210347
