date,swb_learn
2008m1,-1.459018
2008m2,-.4619301
2008m3,.2826733
2008m4,1.057202
2008m5,1.552299
2008m6,1.961894
2008m7,1.950903
2008m8,1.76056
2008m9,1.302458
2008m10,.8829389
2008m11,.7207929
2008m12,.3646462
2009m1,.2685478
2009m2,.3733451
2009m3,.5580204
2009m4,.8512505
2009m5,1.205487
2009m6,1.303519
2009m7,1.975657
2009m8,2.502764
2009m9,2.693983
2009m10,2.815824
2009m11,2.717802
2009m12,2.670881
2010m1,2.387212
2010m2,2.458925
2010m3,2.680887
2010m4,3.103021
2010m5,3.082388
2010m6,3.251315
2010m7,3.374676
2010m8,3.128185
2010m9,2.553428
2010m10,1.931095
2010m11,1.35247
2010m12,1.233982
2011m1,1.232652
2011m2,1.565439
2011m3,1.987146
2011m4,2.43513
2011m5,2.795929
2011m6,3.066726
2011m7,2.912194
2011m8,2.484987
2011m9,2.136824
2011m10,1.93278
2011m11,1.96026
2011m12,1.89155
2012m1,1.613903
2012m2,1.427621
2012m3,1.633063
2012m4,2.125166
2012m5,2.527985
2012m6,2.777832
2012m7,2.808566
2012m8,2.457475
2012m9,1.861355
2012m10,1.555615
2012m11,1.298012
2012m12,1.210784
2013m1,1.218739
2013m2,1.234863
2013m3,1.321761
2013m4,1.367754
2013m5,1.723506
2013m6,2.046331
2013m7,2.252645
2013m8,2.257238
2013m9,2.096238
2013m10,1.759166
2013m11,1.429359
2013m12,1.302536
2014m1,1.272881
2014m2,1.336389
2014m3,1.547767
2014m4,1.967034
2014m5,2.366901
2014m6,2.790993
2014m7,2.903483
2014m8,2.562279
2014m9,1.953272
2014m10,1.436178
2014m11,1.08855
2014m12,1.026854
2015m1,1.030246
2015m2,1.135137
2015m3,1.41866
2015m4,1.77648
2015m5,2.14525
2015m6,2.413028
2015m7,2.23313
2015m8,1.694587
2015m9,1.109436
2015m10,.8345829
2015m11,.8040129
2015m12,.7727447
2016m1,.7977045
2016m2,.8673983
2016m3,1.25324
2016m4,1.866328
