date,cat_civic_engagement
2008m1,-.6180525
2008m2,-.3757214
2008m3,-.2579365
2008m4,-.2383518
2008m5,-.4363976
2008m6,-.5911846
2008m7,-.6206803
2008m8,-.352264
2008m9,.0629881
2008m10,.1669275
2008m11,.0303698
2008m12,-.2195479
2009m1,-.2077981
2009m2,-.0204397
2009m3,.0831748
2009m4,.0003233
2009m5,-.3499902
2009m6,-.9269798
2009m7,-1.231934
2009m8,-.8439546
2009m9,.1689997
2009m10,1.272005
2009m11,1.603021
2009m12,1.457942
2010m1,1.498622
2010m2,1.759695
2010m3,1.835552
2010m4,1.462708
2010m5,.7991147
2010m6,.1244029
2010m7,-.209878
2010m8,-.1533044
2010m9,-.0368118
2010m10,-.0881344
2010m11,-.1576081
2010m12,-.091852
2011m1,.3313299
2011m2,.7033918
2011m3,.5436959
2011m4,.1316022
2011m5,-.4444315
2011m6,-1.075531
2011m7,-1.249984
2011m8,-.7880756
2011m9,.2082204
2011m10,.804396
2011m11,.7577372
2011m12,.1463004
2012m1,.0437725
2012m2,.5328988
2012m3,.983211
2012m4,.9120919
2012m5,.2230283
2012m6,-.6548315
2012m7,-.9938106
2012m8,-.6839095
2012m9,.207769
2012m10,.7119414
2012m11,.5262647
2012m12,.0584009
2013m1,-.0235492
2013m2,.0495315
2013m3,.0327444
2013m4,-.1062869
2013m5,-.5510967
2013m6,-1.137219
2013m7,-1.359886
2013m8,-1.004755
2013m9,-.1848545
2013m10,.4433135
2013m11,.5244042
2013m12,.2893422
2014m1,.2760909
2014m2,.2654507
2014m3,-.103655
2014m4,-.4982865
2014m5,-.9103
2014m6,-1.356562
2014m7,-1.492243
2014m8,-1.183797
2014m9,-.3686641
2014m10,.0574097
2014m11,.1139968
2014m12,.1472992
2015m1,.3627026
2015m2,.5341153
2015m3,.3850708
2015m4,.027291
2015m5,-.6088139
2015m6,-1.181986
2015m7,-1.332101
2015m8,-.8578019
2015m9,.1731324
2015m10,.8207631
2015m11,.9079065
2015m12,.8030181
2016m1,.7262403
2016m2,.6184755
2016m3,.3894125
2016m4,.0816425
