date,cat_health_conditions
2011m1,-.6036203
2011m2,.3646756
2011m3,.7626795
2011m4,.5932347
2011m5,.1696866
2011m6,-.3210582
2011m7,-.5702679
2011m8,-.2391763
2011m9,.3875935
2011m10,.8099605
2011m11,.72673
2011m12,.3597561
2012m1,.408648
2012m2,.9068342
2012m3,1.220311
2012m4,1.028835
2012m5,.31212
2012m6,-.5814431
2012m7,-1.001066
2012m8,-.8356892
2012m9,-.3411791
2012m10,.2712413
2012m11,.5335717
2012m12,.3475478
2013m1,.6250169
2013m2,1.088121
2013m3,1.074344
2013m4,.7667398
2013m5,.0825391
2013m6,-.5052238
2013m7,-.8458508
2013m8,-.7803666
2013m9,-.3622874
2013m10,-.0103793
2013m11,-.2274013
2013m12,-.5933975
2014m1,-.5625439
2014m2,-.0634639
2014m3,.5463217
2014m4,.7052279
2014m5,.1800594
2014m6,-.4826419
2014m7,-.9920176
2014m8,-1.371085
2014m9,-1.304796
2014m10,-1.161401
2014m11,-1.152891
2014m12,-1.129234
2015m1,-1.03546
2015m2,-.8214804
2015m3,-.6900532
2015m4,-.6350526
2015m5,-.7929239
2015m6,-.6589495
2015m7,-.1624203
2015m8,.3817493
2015m9,1.070211
2015m10,1.227439
2015m11,.9323714
2015m12,.6008465
2016m1,.6690831
2016m2,.7555181
2016m3,.6603222
2016m4,.265485
