date,cat_financial_security
2008m1,1.748009
2008m2,1.217579
2008m3,.7971306
2008m4,.3820108
2008m5,-.0552821
2008m6,-.2248333
2008m7,-.2609298
2008m8,-.2620964
2008m9,-.0844748
2008m10,-.0843823
2008m11,-.3150829
2008m12,-.1621117
2009m1,.241264
2009m2,.3590064
2009m3,.2758012
2009m4,.0106421
2009m5,-.118808
2009m6,.0082342
2009m7,.0714561
2009m8,.1120893
2009m9,.0901833
2009m10,.2063353
2009m11,.3444441
2009m12,.6111661
2010m1,1.11615
2010m2,1.267965
2010m3,1.394738
2010m4,1.301249
2010m5,1.110918
2010m6,1.10039
2010m7,1.027807
2010m8,.9617357
2010m9,.8417362
2010m10,.7561065
2010m11,.4502333
2010m12,.1375734
2011m1,-.0636752
2011m2,-.3527884
2011m3,-.5706247
2011m4,-.7673305
2011m5,-.9700374
2011m6,-.9441139
2011m7,-.7922989
2011m8,-.8009626
2011m9,-1.114555
2011m10,-1.381956
2011m11,-1.5175
2011m12,-1.332035
2012m1,-.8532737
2012m2,-.6981984
2012m3,-.8459196
2012m4,-1.052662
2012m5,-1.201852
2012m6,-1.310196
2012m7,-1.377395
2012m8,-1.41873
2012m9,-1.443149
2012m10,-1.444638
2012m11,-1.336739
2012m12,-.9110253
2013m1,-.1945081
2013m2,.0498301
2013m3,-.0134448
2013m4,-.3814989
2013m5,-.7612944
2013m6,-.8725898
2013m7,-.7678581
2013m8,-.7870985
2013m9,-.731602
2013m10,-.5841447
2013m11,-.6247525
2013m12,-.5144382
2014m1,-.0790425
2014m2,.1531798
2014m3,.1904785
2014m4,.070017
2014m5,-.2060927
2014m6,-.2536263
2014m7,-.2809077
2014m8,-.3762749
2014m9,-.4784749
2014m10,-.4844381
2014m11,-.3874292
2014m12,.0441935
2015m1,.782268
2015m2,1.205236
2015m3,1.348189
2015m4,1.188882
2015m5,.9146785
2015m6,.8469545
2015m7,.8429955
2015m8,.5908278
2015m9,.2017476
2015m10,.0706532
2015m11,.0942528
2015m12,.4469966
2016m1,1.166601
2016m2,1.703686
2016m3,2.257835
2016m4,2.737719
