date,cat_personal_security
2011m1,-.1611453
2011m2,-.2812067
2011m3,-.4542991
2011m4,-.5687145
2011m5,-.7209149
2011m6,-.8500179
2011m7,-.8168837
2011m8,-.7258775
2011m9,-.4625436
2011m10,-.3798771
2011m11,-.3918245
2011m12,-.4746835
2012m1,-.3964788
2012m2,-.2451584
2012m3,-.1822247
2012m4,-.1920231
2012m5,-.4329534
2012m6,-.5903856
2012m7,-.4956096
2012m8,-.6092538
2012m9,-.5002242
2012m10,.0342506
2012m11,.9978533
2012m12,2.090672
2013m1,2.108328
2013m2,1.514257
2013m3,1.203896
2013m4,1.122834
2013m5,.4864762
2013m6,-.2000931
2013m7,-.5965456
2013m8,-.6702161
2013m9,-.5486039
2013m10,-.4215152
2013m11,-.3559637
2013m12,-.4319269
2014m1,-.5008197
2014m2,-.3919053
2014m3,-.343044
2014m4,-.4384192
2014m5,-.6614977
2014m6,-.7939831
2014m7,-.6783177
2014m8,-.4888264
2014m9,-.3562175
2014m10,-.145067
2014m11,.0972574
2014m12,.2489228
2015m1,.2622815
2015m2,-.051736
2015m3,-.2392037
2015m4,-.2090665
2015m5,-.2366673
2015m6,-.2539627
2015m7,-.2628119
2015m8,-.1621327
2015m9,.3881616
2015m10,1.363526
2015m11,2.15348
2015m12,2.064608
2016m1,1.303953
2016m2,.7021993
2016m3,.5809406
2016m4,.6469449
