date,cat_personal_security
2008m1,-.5862187
2008m2,-.4368207
2008m3,-.5465444
2008m4,-.5546725
2008m5,-.7644934
2008m6,-.9601434
2008m7,-1.060162
2008m8,-1.02434
2008m9,-.8681097
2008m10,-.5052864
2008m11,-.0950054
2008m12,-.0347076
2009m1,.040009
2009m2,.2750565
2009m3,.2435116
2009m4,.1076116
2009m5,-.2648663
2009m6,-.6647684
2009m7,-.9075658
2009m8,-.9339047
2009m9,-.5355074
2009m10,.1982556
2009m11,.8348898
2009m12,.8430783
2010m1,.7157815
2010m2,.5391522
2010m3,.4557091
2010m4,.4681471
2010m5,.2115412
2010m6,-.0847144
2010m7,-.1852161
2010m8,-.3284194
2010m9,-.2187929
2010m10,.036911
2010m11,.2704396
2010m12,.2063713
2011m1,.1716221
2011m2,.1864889
2011m3,.1407138
2011m4,.0050967
2011m5,-.1783117
2011m6,-.4001601
2011m7,-.4501013
2011m8,-.4031786
2011m9,-.1903228
2011m10,-.042119
2011m11,.13599
2011m12,.1682
2012m1,.1295163
2012m2,.0871397
2012m3,.1054265
2012m4,.0191871
2012m5,-.1256352
2012m6,-.0507866
2012m7,.2635377
2012m8,.2174686
2012m9,.2432221
2012m10,.6560427
2012m11,1.578683
2012m12,2.594591
2013m1,2.755633
2013m2,2.134253
2013m3,1.58355
2013m4,1.300138
2013m5,.8307129
2013m6,-.0054039
2013m7,-.5567599
2013m8,-.7860621
2013m9,-.8340246
2013m10,-.8448628
2013m11,-.7219806
2013m12,-.6740232
2014m1,-.632508
2014m2,-.6379299
2014m3,-.6587788
2014m4,-.6134715
2014m5,-.626835
2014m6,-.5696041
2014m7,-.448069
2014m8,-.37818
2014m9,-.4036356
2014m10,-.6084366
2014m11,-.7463503
2014m12,-.7084539
2015m1,-.651084
2015m2,-.8073786
2015m3,-.961971
2015m4,-1.012994
2015m5,-1.020629
2015m6,-.8274843
2015m7,-.5022399
2015m8,-.2715666
2015m9,.2908629
2015m10,1.303683
2015m11,2.330125
2015m12,2.32656
2016m1,1.681843
2016m2,1.096828
2016m3,.7460971
2016m4,.3819125
