date,swb_anger
2011m1,-1.431341
2011m2,-.5717027
2011m3,.0943527
2011m4,.4747187
2011m5,.3365028
2011m6,-.3037483
2011m7,-.2496484
2011m8,.2250447
2011m9,.0926349
2011m10,-.1350262
2011m11,-.3257647
2011m12,-.3940294
2012m1,-.7030353
2012m2,-.834072
2012m3,-.4700384
2012m4,-.0770484
2012m5,.2668684
2012m6,.4116843
2012m7,.5948005
2012m8,1.123706
2012m9,1.305683
2012m10,.8687922
2012m11,.0815861
2012m12,-.2846366
2013m1,-.669564
2013m2,-.7036992
2013m3,-.3285684
2013m4,.189349
2013m5,.531858
2013m6,.6311495
2013m7,.8033437
2013m8,1.181736
2013m9,1.167388
2013m10,.8725815
2013m11,.4843576
2013m12,.4115349
2014m1,.3971385
2014m2,.255956
2014m3,.1144007
2014m4,.0179494
2014m5,.3714004
2014m6,.9620825
2014m7,1.446748
2014m8,2.052085
2014m9,2.063214
2014m10,1.600323
2014m11,.9115605
2014m12,.2507797
2015m1,-.2122572
2015m2,-.1629609
2015m3,.0753918
2015m4,.4150101
2015m5,.5285158
2015m6,.3834651
2015m7,.3951321
2015m8,.7465498
2015m9,1.014207
2015m10,.8309847
2015m11,.3493303
2015m12,.2656407
2016m1,.3953086
2016m2,.4524733
2016m3,.3654888
2016m4,-.4517064
