date,swb_learn
2011m1,-.5835925
2011m2,-.5150815
2011m3,-.3872807
2011m4,-.3576797
2011m5,-.1946361
2011m6,.1424834
2011m7,.3463542
2011m8,.5344344
2011m9,.7223942
2011m10,.5890332
2011m11,.1531376
2011m12,-.2382999
2012m1,-.0274643
2012m2,.2500219
2012m3,.4133109
2012m4,.5867617
2012m5,.4714873
2012m6,.3079743
2012m7,.3641952
2012m8,.5127993
2012m9,.8250257
2012m10,1.02589
2012m11,.7043637
2012m12,.1175815
2013m1,-.2185404
2013m2,-.279696
2013m3,.123734
2013m4,.7261645
2013m5,.7879867
2013m6,.4300591
2013m7,-.1891665
2013m8,-.8043056
2013m9,-1.129873
2013m10,-1.4002
2013m11,-1.582588
2013m12,-1.349319
2014m1,-.8784422
2014m2,-.6729067
2014m3,-.4232584
2014m4,-.3604828
2014m5,-.5319473
2014m6,-.5927242
2014m7,-.737639
2014m8,-1.073724
2014m9,-1.418604
2014m10,-1.789858
2014m11,-2.096268
2014m12,-1.785094
2015m1,-1.319403
2015m2,-1.057266
2015m3,-.7191519
2015m4,-.5389872
2015m5,-.6346671
2015m6,-.8048518
2015m7,-1.124722
2015m8,-1.412628
2015m9,-1.543601
2015m10,-1.626807
2015m11,-1.935018
2015m12,-2.112001
2016m1,-1.790496
2016m2,-1.347996
2016m3,-1.045895
2016m4,-.8593393
