date,swb_respect
2011m1,1.142904
2011m2,.4282411
2011m3,.1243173
2011m4,.135713
2011m5,.0216254
2011m6,-.6182761
2011m7,-1.08553
2011m8,-1.316135
2011m9,-1.001467
2011m10,-.4293122
2011m11,-.0821932
2011m12,.1856577
2012m1,.2170875
2012m2,.2419886
2012m3,-.048265
2012m4,-.2284713
2012m5,-.2399204
2012m6,-.2979552
2012m7,-.5874394
2012m8,-1.121125
2012m9,-1.525364
2012m10,-.7994029
2012m11,.0430057
2012m12,.6378999
2013m1,.7868447
2013m2,.5083352
2013m3,.1902493
2013m4,-.0404962
2013m5,-.3716377
2013m6,-.6362622
2013m7,-.8570987
2013m8,-1.200135
2013m9,-1.314697
2013m10,-.962741
2013m11,-.3936378
2013m12,.2577113
2014m1,.5588444
2014m2,.4519687
2014m3,.0596617
2014m4,-.1902976
2014m5,-.4654593
2014m6,-.5252187
2014m7,-.6072839
2014m8,-.7940829
2014m9,-.8216656
2014m10,-.3822061
2014m11,-.0361806
2014m12,.0829154
2015m1,.2751758
2015m2,.4971008
2015m3,.1707889
2015m4,-.3903929
2015m5,-.5141377
2015m6,-.1870753
2015m7,-.1245923
2015m8,-.6999927
2015m9,-1.191959
2015m10,-.7837625
2015m11,-.1390885
2015m12,.2197018
2016m1,.0417888
2016m2,-.0118366
2016m3,.2568772
2016m4,1.528198
