date,swb_job_satisfaction
2011m1,.6981314
2011m2,.4611236
2011m3,.2508199
2011m4,-.0783097
2011m5,-.3855926
2011m6,-.3121243
2011m7,-.0151398
2011m8,.2758792
2011m9,.3223562
2011m10,.2225055
2011m11,.2974888
2011m12,.4588578
2012m1,.6129112
2012m2,.4973679
2012m3,.1623985
2012m4,-.2172866
2012m5,-.4908179
2012m6,-.3914416
2012m7,.0643686
2012m8,.4481809
2012m9,.7364264
2012m10,.8272667
2012m11,.6769377
2012m12,.1887685
2013m1,.1094587
2013m2,.0586438
2013m3,-.0890617
2013m4,-.1190843
2013m5,.0976827
2013m6,.4268637
2013m7,.3923999
2013m8,.2231815
2013m9,.0701953
2013m10,.0175459
2013m11,-.0336939
2013m12,.1029564
2014m1,.4292158
2014m2,.5400743
2014m3,.1013487
2014m4,-.6019638
2014m5,-1.275978
2014m6,-1.46154
2014m7,-1.278995
2014m8,-1.200121
2014m9,-1.371654
2014m10,-1.538242
2014m11,-1.52722
2014m12,-1.18307
2015m1,-.8652236
2015m2,-1.091425
2015m3,-1.572174
2015m4,-1.95108
2015m5,-2.225364
2015m6,-2.196877
2015m7,-1.888104
2015m8,-1.703378
2015m9,-1.556834
2015m10,-1.605222
2015m11,-1.633815
2015m12,-1.564108
2016m1,-1.427122
2016m2,-1.332426
2016m3,-1.258364
2016m4,-.9047751
