health_conditions_f
.1706635
2.048452
.8753835
1.556258
-.0203192
-.4642875
-1.066712
-.7275844
.1249625
.2378258
1.015861
.1293643
.758038
1.241146
1.448743
1.093377
1.48564
-.7639311
-2.010209
-1.984262
-.6231613
.8411482
.5673583
-.0948538
-1.663579
-1.274349
.1214121
1.168764
-.4380635
-1.158363
-.8766273
-1.439944
-.9177439
.7024882
1.371274
-.6595367
-1.200899
.134023
-.2773959
1.440653
-.2253202
.1503994
-.9597957
-.4952647
-.1294251
2.47033
.3872277
-.1905809
-1.032002
.2782407
.256729
.1516856
-.0723016
-.0903687
.2573888
-1.252275
-.3756824
