date,cat_financial_security
2008m1,-.1484903
2008m2,-.6997417
2008m3,-1.071369
2008m4,-1.464611
2008m5,-1.671855
2008m6,-1.721325
2008m7,-1.620044
2008m8,-1.632177
2008m9,-1.642817
2008m10,-1.721656
2008m11,-1.760941
2008m12,-1.417572
2009m1,-.9736095
2009m2,-.9702244
2009m3,-1.196427
2009m4,-1.496414
2009m5,-1.418275
2009m6,-1.320057
2009m7,-1.184158
2009m8,-1.079207
2009m9,-1.057328
2009m10,-.9138846
2009m11,-.7137555
2009m12,-.0993823
2010m1,.7312336
2010m2,1.032354
2010m3,1.072283
2010m4,.9493397
2010m5,.6921585
2010m6,.6239404
2010m7,.5370605
2010m8,.3734599
2010m9,-.0163227
2010m10,-.1273351
2010m11,-.1088246
2010m12,-.0223863
2011m1,.1669312
2011m2,.0967612
2011m3,-.0096192
2011m4,-.1390122
2011m5,-.2354249
2011m6,-.2940042
2011m7,-.2337306
2011m8,-.0922332
2011m9,.0204934
2011m10,.0778458
2011m11,-.1449981
2011m12,-.2905599
2012m1,-.0692878
2012m2,-.0001664
2012m3,-.0186562
2012m4,-.109263
2012m5,-.1685422
2012m6,-.168797
2012m7,-.2301738
2012m8,-.3908561
2012m9,-.6332558
2012m10,-.6873082
2012m11,-.5252122
2012m12,-.1658992
2013m1,.3870493
2013m2,.5743055
2013m3,.5926129
2013m4,.4724805
2013m5,.4849279
2013m6,.5510226
2013m7,.5220872
2013m8,.2202738
2013m9,-.1115298
2013m10,-.3065938
2013m11,-.2926978
2013m12,-.0646566
2014m1,.3846535
2014m2,.5106575
2014m3,.4707236
2014m4,.3416269
2014m5,.3564246
2014m6,.8072525
2014m7,1.075734
2014m8,.9745269
2014m9,.6272588
2014m10,.3188366
2014m11,.1629784
2014m12,.262783
2015m1,.55287
2015m2,.872358
2015m3,1.02153
2015m4,.9996752
2015m5,1.105243
2015m6,1.544987
2015m7,1.783626
2015m8,1.595839
2015m9,1.093561
2015m10,.601246
2015m11,.399569
2015m12,.585905
2016m1,1.115959
2016m2,1.37058
2016m3,1.645196
2016m4,1.892446
