date,cat_layoffs
2011m1,1.888142
2011m2,1.170363
2011m3,.7935826
2011m4,.6732027
2011m5,.5029373
2011m6,.4317923
2011m7,.4828928
2011m8,.438727
2011m9,.7358255
2011m10,.8582256
2011m11,.6471835
2011m12,.2226655
2012m1,-.1594588
2012m2,-.3588788
2012m3,-.7166713
2012m4,-.865234
2012m5,-.5008885
2012m6,-.1038418
2012m7,.2910671
2012m8,.3345354
2012m9,.0662032
2012m10,.2514305
2012m11,.524969
2012m12,.6055678
2013m1,.4998777
2013m2,.3209568
2013m3,.4933035
2013m4,.4645317
2013m5,-.2089074
2013m6,-.9716821
2013m7,-1.408149
2013m8,-1.288339
2013m9,-1.053994
2013m10,-.4703072
2013m11,.0271929
2013m12,.3321832
2014m1,.4534897
2014m2,.003794
2014m3,-.5455775
2014m4,-.8115534
2014m5,-.8115807
2014m6,-.7052647
2014m7,-.8294279
2014m8,-.9826663
2014m9,-1.021305
2014m10,-1.120056
2014m11,-.9951513
2014m12,-.5107821
2015m1,.2616919
2015m2,.3920738
2015m3,.5652224
2015m4,.3196604
2015m5,-.2853784
2015m6,-.6060329
2015m7,-.5720871
2015m8,-.0797303
2015m9,.7773433
2015m10,.9046974
2015m11,.3656797
2015m12,.1618786
2016m1,.324534
2016m2,.3085844
2016m3,.2055493
2016m4,-.1186118
