date,swb_stress
2011m1,-.8993219
2011m2,-.5344563
2011m3,-.2261517
2011m4,-.1939492
2011m5,-.3842151
2011m6,-.3514978
2011m7,.0548378
2011m8,.8052786
2011m9,1.439936
2011m10,1.589699
2011m11,1.052903
2011m12,.561681
2012m1,.4123861
2012m2,.3954787
2012m3,.1894722
2012m4,-.0015236
2012m5,-.1719546
2012m6,-.1914055
2012m7,-.0046979
2012m8,.3882966
2012m9,.8940277
2012m10,.9512585
2012m11,.2053307
2012m12,-.3707778
2013m1,-.6185074
2013m2,-.648144
2013m3,-.6506493
2013m4,-.602425
2013m5,-.7383261
2013m6,-.9265758
2013m7,-.8935643
2013m8,-.4760089
2013m9,-.0594715
2013m10,-.1945326
2013m11,-.6686391
2013m12,-.8614301
2014m1,-.6330474
2014m2,-.5528724
2014m3,-.8801798
2014m4,-1.244975
2014m5,-1.613282
2014m6,-1.573506
2014m7,-1.269365
2014m8,-.9022757
2014m9,-.4429511
2014m10,-.3745826
2014m11,-.7811977
2014m12,-.999029
2015m1,-.7488667
2015m2,-.5980486
2015m3,-.9375479
2015m4,-1.343254
2015m5,-1.75236
2015m6,-1.890742
2015m7,-1.590714
2015m8,-.9298306
2015m9,-.0750589
2015m10,.0195012
2015m11,-.5575377
2015m12,-1.28406
2016m1,-1.4728
2016m2,-1.108174
2016m3,-.579714
2016m4,.0634074
