date,swb_anger
2008m1,-1.607505
2008m2,-1.524923
2008m3,-1.145358
2008m4,-.5938032
2008m5,-.2101076
2008m6,.0484872
2008m7,.1154958
2008m8,-.1231662
2008m9,-.4409274
2008m10,-.3786734
2008m11,-.2222583
2008m12,.2103617
2009m1,.8476067
2009m2,1.269986
2009m3,1.141982
2009m4,.7298664
2009m5,.3037345
2009m6,-.0146504
2009m7,-.2293694
2009m8,-.4687385
2009m9,-.8683065
2009m10,-1.253213
2009m11,-1.503801
2009m12,-1.667962
2010m1,-1.652017
2010m2,-1.493998
2010m3,-1.258989
2010m4,-1.210593
2010m5,-1.353112
2010m6,-1.36689
2010m7,-1.476116
2010m8,-1.795077
2010m9,-2.002221
2010m10,-2.125338
2010m11,-2.161665
2010m12,-1.902296
2011m1,-1.407915
2011m2,-.7852305
2011m3,-.0816511
2011m4,.4396895
2011m5,.4927791
2011m6,.3645357
2011m7,.1530737
2011m8,-.1866522
2011m9,-.5943201
2011m10,-.6012333
2011m11,-.691676
2011m12,-.656891
2012m1,-.6645996
2012m2,-.5694381
2012m3,-.5213616
2012m4,-.4485557
2012m5,-.3076122
2012m6,-.0111941
2012m7,.2448316
2012m8,.6089283
2012m9,.6290156
2012m10,.4401143
2012m11,.1061759
2012m12,.0736202
2013m1,-.0940853
2013m2,-.2727773
2013m3,-.2609396
2013m4,-.2466644
2013m5,-.2128421
2013m6,-.0750418
2013m7,.171855
2013m8,.4749923
2013m9,.6901181
2013m10,.8362465
2013m11,.6467824
2013m12,.6627201
2014m1,.792519
2014m2,.8833746
2014m3,.9916896
2014m4,1.010834
2014m5,.8430707
2014m6,.8046009
2014m7,.7639468
2014m8,.6155385
2014m9,.2600818
2014m10,.0098199
2014m11,-.1609016
2014m12,-.0027583
2015m1,.1004402
2015m2,.3049686
2015m3,.6665508
2015m4,.9485442
2015m5,.92178
2015m6,.9327636
2015m7,1.043284
2015m8,1.145931
2015m9,1.076274
2015m10,.7755705
2015m11,.5552244
2015m12,.6184832
2016m1,.7453458
2016m2,.8801451
2016m3,1.195497
2016m4,1.597452
