region,date,crime
Poitou-Charentes,2013m1,-.29357603
Poitou-Charentes,2013m2,-.82083857
Poitou-Charentes,2013m3,.061275262
Poitou-Charentes,2013m4,-.27848825
Poitou-Charentes,2013m5,-.47128895
Poitou-Charentes,2013m6,-.98804522
Poitou-Charentes,2013m7,-.85924333
Poitou-Charentes,2013m8,-1.0674092
Poitou-Charentes,2013m9,-.5348931
Poitou-Charentes,2013m10,-.69367516
Poitou-Charentes,2013m11,.037741691
Poitou-Charentes,2013m12,-.18510786
Poitou-Charentes,2014m1,.15634586
Poitou-Charentes,2014m2,-.11890641
Poitou-Charentes,2014m3,-.16708304
Poitou-Charentes,2014m4,-.65945035
Poitou-Charentes,2014m5,-.28297627
Poitou-Charentes,2014m6,-.23541489
Poitou-Charentes,2014m7,.020542661
Poitou-Charentes,2014m8,-.5571878
Poitou-Charentes,2014m9,.1828313
Poitou-Charentes,2014m10,.14800225
Poitou-Charentes,2014m11,.44318536
Poitou-Charentes,2014m12,-.5810622
Poitou-Charentes,2015m1,.71340811
Poitou-Charentes,2015m2,1.0835425
Poitou-Charentes,2015m3,.64022624
Poitou-Charentes,2015m4,.095349848
Poitou-Charentes,2015m5,-.22072443
Poitou-Charentes,2015m6,-.17311707
Poitou-Charentes,2015m7,-.57682425
Poitou-Charentes,2015m8,-.47274953
Poitou-Charentes,2015m9,-.13051708
Poitou-Charentes,2015m10,.37177396
Poitou-Charentes,2015m11,1.1229194
Poitou-Charentes,2015m12,-.41025561
Poitou-Charentes,2016m1,.29519042
Poitou-Charentes,2016m2,.26836756
Poitou-Charentes,2016m3,.85541695
Poitou-Charentes,2016m4,.2605117
Poitou-Charentes,2016m5,.32124391
Poitou-Charentes,2016m6,-.3943741
Poitou-Charentes,2016m7,-.45124996
Poitou-Charentes,2016m8,-.28614241
Poitou-Charentes,2016m9,1.179132
Poitou-Charentes,2016m10,.81686997
Poitou-Charentes,2016m11,.40686205
Poitou-Charentes,2016m12,.076921768
Poitou-Charentes,2017m1,.78991389
Poitou-Charentes,2017m2,1.2029784
Poitou-Charentes,2017m3,.23412403
