summer_leisure_f
-.2595235
-.6557208
-.3389341
.6113812
.8558752
1.955705
2.355844
.9491744
-.0135658
-.7959492
-.9128448
-.1304922
-.6808253
-.6368671
-.2499664
.4503341
.4833426
1.821152
1.786656
.6970056
-.1673014
-1.207639
-1.150755
-.9088939
-1.046125
-.876327
.0337456
-.4376892
.282651
1.576612
1.674172
.7141575
-.638753
-1.191515
-.9370179
-.5820714
-.7456341
-.8889374
-.3980292
.026648
.6280314
1.284172
1.512848
.6390257
-.8996267
-1.44547
-1.09198
-.9018788
-1.116382
-1.223792
-.7511374
-.275697
.5274869
1.225806
1.482012
.7102481
-.7267466
