date,swb_job_satisfaction
2008m1,-.6857617
2008m2,-.4246201
2008m3,-.3009265
2008m4,-.4021884
2008m5,-.7158958
2008m6,-1.060165
2008m7,-1.211564
2008m8,-.8940662
2008m9,-.0145135
2008m10,1.027581
2008m11,1.965978
2008m12,2.326296
2009m1,2.617495
2009m2,2.745058
2009m3,2.367948
2009m4,1.684016
2009m5,.9837305
2009m6,.670978
2009m7,.5001889
2009m8,.4678664
2009m9,.6420265
2009m10,.9552402
2009m11,1.232106
2009m12,1.239586
2010m1,1.160509
2010m2,1.044932
2010m3,.8511245
2010m4,.7068087
2010m5,.6709793
2010m6,.5749176
2010m7,.3920344
2010m8,.2191751
2010m9,.2123316
2010m10,.2851643
2010m11,.3445636
2010m12,.2894775
2011m1,.0930421
2011m2,.0424082
2011m3,-.0878418
2011m4,-.3279504
2011m5,-.564375
2011m6,-.6900868
2011m7,-.6452321
2011m8,-.4698848
2011m9,-.2654009
2011m10,-.1247115
2011m11,-.1738921
2011m12,-.215
2012m1,-.1984161
2012m2,-.0971348
2012m3,-.0131893
2012m4,-.0331341
2012m5,-.2118297
2012m6,-.4065365
2012m7,-.4837648
2012m8,-.4589378
2012m9,-.3219677
2012m10,-.1554435
2012m11,-.0910512
2012m12,-.1616048
2013m1,-.2058453
2013m2,-.2410838
2013m3,-.3015735
2013m4,-.4297076
2013m5,-.623567
2013m6,-.751044
2013m7,-.8574389
2013m8,-.9119092
2013m9,-.8374907
2013m10,-.702351
2013m11,-.6019652
2013m12,-.5353276
2014m1,-.4167554
2014m2,-.3937204
2014m3,-.4799865
2014m4,-.5785508
2014m5,-.796472
2014m6,-.9454004
2014m7,-1.060809
2014m8,-1.141145
2014m9,-1.106968
2014m10,-1.086636
2014m11,-1.158861
2014m12,-1.249296
2015m1,-1.27232
2015m2,-1.272698
2015m3,-1.237071
2015m4,-1.314361
2015m5,-1.491473
2015m6,-1.606567
2015m7,-1.583184
2015m8,-1.485162
2015m9,-1.250613
2015m10,-1.143337
2015m11,-1.093944
2015m12,-1.174302
2016m1,-1.294915
2016m2,-1.301711
2016m3,-1.249412
2016m4,-1.166862
