date,cat_healthy_habits
2008m1,-1.624642
2008m2,-1.323349
2008m3,-1.231951
2008m4,-1.162857
2008m5,-1.05422
2008m6,-1.042574
2008m7,-1.14458
2008m8,-1.254421
2008m9,-1.381316
2008m10,-1.536779
2008m11,-1.765105
2008m12,-1.842851
2009m1,-1.617583
2009m2,-1.346476
2009m3,-1.086037
2009m4,-.841022
2009m5,-.5893454
2009m6,-.4468197
2009m7,-.32479
2009m8,-.3106145
2009m9,-.2290264
2009m10,.2728385
2009m11,.6473671
2009m12,.8302344
2010m1,1.274676
2010m2,1.647236
2010m3,1.943048
2010m4,2.287317
2010m5,2.321147
2010m6,2.164526
2010m7,1.87489
2010m8,1.551474
2010m9,1.400802
2010m10,1.164302
2010m11,.7767278
2010m12,.5004448
2011m1,.4460579
2011m2,.1502665
2011m3,.0431812
2011m4,.293468
2011m5,.6940461
2011m6,1.089176
2011m7,1.113122
2011m8,.8233073
2011m9,.3518844
2011m10,-.0953051
2011m11,-.4656412
2011m12,-.6792827
2012m1,-.5269094
2012m2,-.297746
2012m3,.0537989
2012m4,.4280011
2012m5,.6589683
2012m6,.6906514
2012m7,.5750055
2012m8,.3989364
2012m9,.1695852
2012m10,-.0432748
2012m11,-.2123335
2012m12,-.2591591
2013m1,-.0153031
2013m2,.2670622
2013m3,.5218732
2013m4,.6962721
2013m5,.6660516
2013m6,.6048613
2013m7,.5499582
2013m8,.4564925
2013m9,.3900741
2013m10,.235307
2013m11,.0090362
2013m12,-.2427583
2014m1,-.2480309
2014m2,-.1135739
2014m3,.1315554
2014m4,.2660845
2014m5,.3225259
2014m6,.4288824
2014m7,.1266519
2014m8,-.6181912
2014m9,-1.126871
2014m10,-1.370428
2014m11,-1.388905
2014m12,-1.203496
2015m1,-.8075852
2015m2,-.5755671
2015m3,-.4958118
2015m4,-.5378324
2015m5,-.4874296
2015m6,-.1309871
2015m7,.2300489
2015m8,.1783499
2015m9,.0752145
2015m10,-.0812988
2015m11,-.1998059
2015m12,-.1533208
2016m1,.0908468
2016m2,.2366494
2016m3,.2536893
2016m4,.1592325
