family_stress_f
.0772322
.2619033
.4159218
-.698016
-1.914153
.1029392
.5405342
2.759481
-.2616286
-1.425764
-.7115648
.4113023
-.2974297
-.5998105
-1.249387
.2790439
.3320409
-.2670708
2.094993
1.956004
-1.238009
-1.577676
-.1428241
-.7071921
-.4811258
.1366168
1.230603
.3785005
.0471563
.6454661
.3688015
1.818016
-.4340339
.113901
-1.451202
-1.22965
-.3093409
.4741189
-1.030322
-.1586304
-.277347
-.3124105
2.388923
.1342536
-1.179083
-1.069033
-.9362876
-.5695171
.5362767
.1603098
.4399647
-.575439
-.1990554
1.534922
.5382754
1.303172
-.1776694
