laugh
-1.697193
-1.074628
.2874751
.2476249
-.6208158
-.5907882
.0567385
-1.336226
-.5271788
.6968378
1.265826
.2727744
.3113522
1.010864
1.758947
1.441956
.3574809
.410738
1.540263
1.478391
.8929445
.7791844
-1.135293
-1.17557
-.9622553
.5564049
1.051502
1.212871
.9435771
.5121524
.7275229
-.0951893
-.82441
.9406544
1.341794
-1.227985
-1.93844
-.4710099
.0327122
-.1845772
.0753245
-.135544
-.2862024
.5923415
.0603272
.9786606
.387234
-1.15656
-1.781716
-.3137004
.119877
-.6967193
.1873359
-.6862035
.1134012
-.3945775
-1.05031
