region,date,valeurs_république
Lorraine,2013m1,-.16133097
Lorraine,2013m2,-1.1025431
Lorraine,2013m3,-.30349234
Lorraine,2013m4,-.2733317
Lorraine,2013m5,-.92339092
Lorraine,2013m6,-1.0202268
Lorraine,2013m7,-1.2567937
Lorraine,2013m8,-1.7061656
Lorraine,2013m9,.096058376
Lorraine,2013m10,-.20565349
Lorraine,2013m11,-.18992104
Lorraine,2013m12,-.87633187
Lorraine,2014m1,-.090358287
Lorraine,2014m2,.54461509
Lorraine,2014m3,.15118514
Lorraine,2014m4,-.36254659
Lorraine,2014m5,-.42970416
Lorraine,2014m6,-1.0182667
Lorraine,2014m7,-1.4063113
Lorraine,2014m8,-1.350178
Lorraine,2014m9,-.23088141
Lorraine,2014m10,-.22986542
Lorraine,2014m11,.61476922
Lorraine,2014m12,-.41134059
Lorraine,2015m1,2.1070011
Lorraine,2015m2,.67028987
Lorraine,2015m3,.4885895
Lorraine,2015m4,.012530589
Lorraine,2015m5,.58674783
Lorraine,2015m6,-.16438702
Lorraine,2015m7,-1.284017
Lorraine,2015m8,-1.2383581
Lorraine,2015m9,.62838644
Lorraine,2015m10,.53232819
Lorraine,2015m11,2.6113391
Lorraine,2015m12,.95038331
Lorraine,2016m1,.95279735
Lorraine,2016m2,.4791781
Lorraine,2016m3,.18426348
Lorraine,2016m4,1.0854224
Lorraine,2016m5,.85025978
Lorraine,2016m6,-.33990416
Lorraine,2016m7,-1.0907435
Lorraine,2016m8,-.73003203
Lorraine,2016m9,.96675599
Lorraine,2016m10,.38226801
Lorraine,2016m11,1.2711004
Lorraine,2016m12,.32945505
Lorraine,2017m1,.86530912
Lorraine,2017m2,.23291299
Lorraine,2017m3,1.1727302
