date,cat_spirituality
2011m1,.162793
2011m2,.4819037
2011m3,.6212459
2011m4,.7403461
2011m5,.3160468
2011m6,-.3255484
2011m7,-.5493143
2011m8,-.2017329
2011m9,.6528581
2011m10,1.127206
2011m11,.7271581
2011m12,-.2763472
2012m1,-.7753715
2012m2,-.6093664
2012m3,-.3602242
2012m4,-.1235352
2012m5,-.0886638
2012m6,-.2250033
2012m7,-.2230433
2012m8,.2076053
2012m9,1.033699
2012m10,1.382422
2012m11,1.09989
2012m12,.569828
2013m1,.3484144
2013m2,.3424763
2013m3,.4125463
2013m4,.1820102
2013m5,-.6382445
2013m6,-1.289455
2013m7,-1.312
2013m8,-.7001603
2013m9,.1279448
2013m10,.6504924
2013m11,.6011243
2013m12,.2861511
2014m1,-.0558794
2014m2,-.0767541
2014m3,.0073981
2014m4,-.2467605
2014m5,-1.005012
2014m6,-1.494872
2014m7,-1.369694
2014m8,-.6542553
2014m9,.0089929
2014m10,.2370835
2014m11,.1498581
2014m12,.1067651
2015m1,.1776974
2015m2,.3568726
2015m3,.5792731
2015m4,.361034
2015m5,-.5342342
2015m6,-1.299679
2015m7,-1.281288
2015m8,-.5807315
2015m9,.2951196
2015m10,.519006
2015m11,.4196674
2015m12,.1872956
2016m1,.0579886
2016m2,.0386103
2016m3,.2518943
2016m4,.4684531
