date,cat_civic_engagement
2011m1,.6955669
2011m2,.8320079
2011m3,.8754674
2011m4,.7290406
2011m5,.2782349
2011m6,-.1408963
2011m7,-.1281177
2011m8,.3900893
2011m9,1.163574
2011m10,1.57425
2011m11,1.280276
2011m12,.4606061
2012m1,-.022216
2012m2,-.2107561
2012m3,-.1516295
2012m4,-.1674308
2012m5,-.5879057
2012m6,-1.195869
2012m7,-1.479606
2012m8,-1.207763
2012m9,-.4703895
2012m10,.1509538
2012m11,.0658747
2012m12,-.4336833
2013m1,-.6001474
2013m2,-.556439
2013m3,-.4244162
2013m4,-.4460939
2013m5,-.9385486
2013m6,-1.401424
2013m7,-1.43549
2013m8,-.814032
2013m9,.0862198
2013m10,.5399008
2013m11,.5024242
2013m12,.2454164
2014m1,.109757
2014m2,.0838287
2014m3,-.2639085
2014m4,-.6170626
2014m5,-1.134213
2014m6,-1.528257
2014m7,-1.449058
2014m8,-.8195897
2014m9,-.0542355
2014m10,.2067634
2014m11,.1358768
2014m12,-.0651682
2015m1,.0952603
2015m2,.368379
2015m3,.5381466
2015m4,.3083263
2015m5,-.1530232
2015m6,-.4391634
2015m7,-.3439784
2015m8,.2849117
2015m9,1.032533
2015m10,1.269549
2015m11,1.098478
2015m12,.7921082
2016m1,.7305651
2016m2,.846479
2016m3,.9172888
2016m4,.9923586
