region,date,juifs
Alsace,2013m1,.331366
Alsace,2013m2,.86592072
Alsace,2013m3,.12735912
Alsace,2013m4,-.32037193
Alsace,2013m5,-.64085865
Alsace,2013m6,-.13145366
Alsace,2013m7,-.73142755
Alsace,2013m8,-.33018064
Alsace,2013m9,-.18574791
Alsace,2013m10,.36776632
Alsace,2013m11,-.20342675
Alsace,2013m12,1.508033
Alsace,2014m1,1.5971607
Alsace,2014m2,.38817218
Alsace,2014m3,.15885735
Alsace,2014m4,.36942261
Alsace,2014m5,.10316182
Alsace,2014m6,-.072521724
Alsace,2014m7,1.5658202
Alsace,2014m8,.066096649
Alsace,2014m9,-.45276037
Alsace,2014m10,-.42281982
Alsace,2014m11,.71288484
Alsace,2014m12,.13965839
Alsace,2015m1,1.0652213
Alsace,2015m2,.29515275
Alsace,2015m3,.2293635
Alsace,2015m4,.39152801
Alsace,2015m5,-.37384498
Alsace,2015m6,-.14058694
Alsace,2015m7,-.039914962
Alsace,2015m8,-.31897813
Alsace,2015m9,-.28698847
Alsace,2015m10,.1796246
Alsace,2015m11,-.30789441
Alsace,2015m12,-.22853138
Alsace,2016m1,-.022463256
Alsace,2016m2,-.10306224
Alsace,2016m3,-.067127138
Alsace,2016m4,-.14085563
Alsace,2016m5,-.50868464
Alsace,2016m6,-.047772493
Alsace,2016m7,-.51353604
Alsace,2016m8,-1.0204908
Alsace,2016m9,-.43107009
Alsace,2016m10,-.49814281
Alsace,2016m11,-.65875655
Alsace,2016m12,-.40191096
Alsace,2017m1,-.21513642
Alsace,2017m2,-.37986875
Alsace,2017m3,-.19218041
