date,swb_anger
2008m1,-1.609388
2008m2,-1.547389
2008m3,-1.181674
2008m4,-.7567372
2008m5,-.402465
2008m6,-.2138432
2008m7,-.0573386
2008m8,-.1142782
2008m9,-.1002204
2008m10,.4718383
2008m11,.6848702
2008m12,.3921533
2009m1,.3869289
2009m2,.320639
2009m3,.243177
2009m4,.2571616
2009m5,.3053311
2009m6,.7080942
2009m7,.9131209
2009m8,.7303897
2009m9,.2992995
2009m10,-.2545559
2009m11,-.8455701
2009m12,-1.063484
2010m1,-1.127132
2010m2,-1.035046
2010m3,-1.342052
2010m4,-1.213011
2010m5,-.8950967
2010m6,-.4259728
2010m7,.0160112
2010m8,.1984976
2010m9,.0060144
2010m10,-.3178643
2010m11,-.7797322
2010m12,-1.216509
2011m1,-1.825542
2011m2,-2.158827
2011m3,-1.97374
2011m4,-1.304405
2011m5,-.7547433
2011m6,-.2491905
2011m7,.0437286
2011m8,-.0527943
2011m9,-.3307005
2011m10,-.4771907
2011m11,-.9338979
2011m12,-1.435357
2012m1,-1.826191
2012m2,-2.07598
2012m3,-2.006701
2012m4,-1.614705
2012m5,-1.27839
2012m6,-.9974794
2012m7,-.7454468
2012m8,-.7441613
2012m9,-.6253525
2012m10,-.4392914
2012m11,-.616383
2012m12,-.8817908
2013m1,-1.325996
2013m2,-1.666476
2013m3,-1.71793
2013m4,-1.422684
2013m5,-1.099303
2013m6,-.9036302
2013m7,-.6850196
2013m8,-.4426454
2013m9,-.1753823
2013m10,-.0161319
2013m11,-.3906176
2013m12,-.8195803
2014m1,-1.205839
2014m2,-1.327231
2014m3,-1.157807
2014m4,-.760977
2014m5,-.2254264
2014m6,.3705525
2014m7,.7426575
2014m8,.6285613
2014m9,.4801876
2014m10,.2263476
2014m11,-.0589343
2014m12,-.4253425
2015m1,-.7464637
2015m2,-.6391701
2015m3,-.2989486
2015m4,-.0319862
2015m5,.4455679
2015m6,.9669833
2015m7,1.210832
2015m8,1.228045
2015m9,1.027736
2015m10,.7145022
2015m11,.4180482
2015m12,.1369617
2016m1,-.2783277
2016m2,-.2722211
2016m3,.3104684
2016m4,.9729227
