date,swb_learn
2011m1,.04028
2011m2,.0059107
2011m3,.0881684
2011m4,.2261145
2011m5,.430433
2011m6,.582374
2011m7,.6311544
2011m8,.6117454
2011m9,.413818
2011m10,.2484863
2011m11,.0663811
2011m12,-.0528226
2012m1,.1241591
2012m2,.4258822
2012m3,.4359818
2012m4,.5019339
2012m5,.6985371
2012m6,.6922107
2012m7,.5679861
2012m8,.4170404
2012m9,.3188837
2012m10,.3050458
2012m11,.2757557
2012m12,.0582358
2013m1,-.052789
2013m2,-.0907167
2013m3,.0192598
2013m4,.1329133
2013m5,.1845716
2013m6,-.0402434
2013m7,-.6672004
2013m8,-1.164577
2013m9,-1.514784
2013m10,-1.7117
2013m11,-1.731064
2013m12,-1.581827
2014m1,-1.379883
2014m2,-1.337396
2014m3,-1.360878
2014m4,-1.426969
2014m5,-1.617828
2014m6,-1.818344
2014m7,-1.808232
2014m8,-1.71618
2014m9,-1.614171
2014m10,-1.653231
2014m11,-1.711743
2014m12,-1.731944
2015m1,-1.659191
2015m2,-1.534375
2015m3,-1.307521
2015m4,-1.036664
2015m5,-.7477109
2015m6,-.6627696
2015m7,-.9791622
2015m8,-1.320889
2015m9,-1.572191
2015m10,-1.837855
2015m11,-2.102759
2015m12,-2.139872
2016m1,-1.986718
2016m2,-1.80274
2016m3,-1.593205
2016m4,-1.340349
