date,cat_healthy_habits
2008m1,-.242448
2008m2,-.2967178
2008m3,-.3992234
2008m4,-.55972
2008m5,-.7281336
2008m6,-.8591277
2008m7,-.963118
2008m8,-1.091129
2008m9,-1.194243
2008m10,-1.226052
2008m11,-1.196382
2008m12,-1.065222
2009m1,-.8905459
2009m2,-.8620734
2009m3,-.9295516
2009m4,-1.019738
2009m5,-1.061355
2009m6,-1.089484
2009m7,-1.146054
2009m8,-1.218542
2009m9,-1.271936
2009m10,-1.302542
2009m11,-1.320503
2009m12,-1.222463
2010m1,-1.03939
2010m2,-.9450166
2010m3,-.9277501
2010m4,-.9726689
2010m5,-1.07879
2010m6,-1.213253
2010m7,-1.34448
2010m8,-1.453568
2010m9,-1.50969
2010m10,-1.50373
2010m11,-1.278225
2010m12,-.6445362
2011m1,.3940448
2011m2,.9407207
2011m3,1.073439
2011m4,.9560771
2011m5,.8086075
2011m6,.752705
2011m7,.6682526
2011m8,.5112535
2011m9,.4086991
2011m10,.400333
2011m11,.465785
2011m12,.6168131
2012m1,.9935604
2012m2,1.253571
2012m3,1.325078
2012m4,1.279556
2012m5,1.224377
2012m6,1.185599
2012m7,1.105863
2012m8,.9077632
2012m9,.6757115
2012m10,.4941747
2012m11,.4929392
2012m12,.76873
2013m1,1.270046
2013m2,1.468506
2013m3,1.560998
2013m4,1.503033
2013m5,1.272957
2013m6,1.085294
2013m7,.9046335
2013m8,.7320247
2013m9,.5856168
2013m10,.5150162
2013m11,.5311917
2013m12,.7140428
2014m1,1.044004
2014m2,1.156012
2014m3,1.053164
2014m4,.7758752
2014m5,.4764906
2014m6,.200573
2014m7,-.1701792
2014m8,-.4774849
2014m9,-.6366672
2014m10,-.7102861
2014m11,-.7607484
2014m12,-.7663123
2015m1,-.7054843
2015m2,-.7225216
2015m3,-.7352179
2015m4,-.7085152
2015m5,-.5909099
2015m6,-.2674125
2015m7,.2678506
2015m8,.5859688
2015m9,.614192
2015m10,.5331165
2015m11,.519269
2015m12,.6531834
2016m1,.9674464
2016m2,1.180261
2016m3,1.25864
2016m4,1.186081
