date,cat_personal_security
2008m1,-.8970012
2008m2,-.5004777
2008m3,-.4055737
2008m4,-.5882536
2008m5,-.8111958
2008m6,-1.051808
2008m7,-1.14929
2008m8,-1.070025
2008m9,-.7594288
2008m10,-.3369513
2008m11,-.1565469
2008m12,-.1966149
2009m1,-.0926728
2009m2,.2355469
2009m3,.1818614
2009m4,-.1682857
2009m5,-.7895455
2009m6,-1.188161
2009m7,-1.147906
2009m8,-.7481178
2009m9,-.1798603
2009m10,.4461436
2009m11,.9676726
2009m12,.9126379
2010m1,.7342246
2010m2,.5948905
2010m3,.4951341
2010m4,.2593961
2010m5,-.0952212
2010m6,-.4118267
2010m7,-.3236104
2010m8,.1249272
2010m9,.5208037
2010m10,.6260306
2010m11,.6824304
2010m12,.5417994
2011m1,.4018121
2011m2,.3908952
2011m3,.1851207
2011m4,-.0532961
2011m5,-.2796581
2011m6,-.4891658
2011m7,-.5730692
2011m8,-.44123
2011m9,-.1982711
2011m10,-.1908905
2011m11,-.3109702
2011m12,-.517496
2012m1,-.6016589
2012m2,-.4926362
2012m3,-.3279091
2012m4,-.3119841
2012m5,-.3669313
2012m6,-.2121182
2012m7,.0634635
2012m8,-.1823681
2012m9,-.2591783
2012m10,.1243562
2012m11,1.213617
2012m12,2.56706
2013m1,2.653044
2013m2,1.881319
2013m3,1.238038
2013m4,.919604
2013m5,.2397397
2013m6,-.4484622
2013m7,-.7705061
2013m8,-.8784169
2013m9,-.8597272
2013m10,-.7094478
2013m11,-.4819801
2013m12,-.4317461
2014m1,-.3792345
2014m2,-.2976074
2014m3,-.2803062
2014m4,-.2374064
2014m5,-.3510411
2014m6,-.4985666
2014m7,-.4830862
2014m8,-.4072352
2014m9,-.2336369
2014m10,-.218859
2014m11,-.2793106
2014m12,-.205931
2015m1,-.1242223
2015m2,-.2613851
2015m3,-.4036841
2015m4,-.5460164
2015m5,-.5730395
2015m6,-.4131909
2015m7,-.1434876
2015m8,.1107495
2015m9,.6143542
2015m10,1.35785
2015m11,2.197551
2015m12,2.080253
2016m1,1.354066
2016m2,.8299201
2016m3,.8827004
2016m4,1.165728
