personal_security_f
-.0384786
.2455558
-.4459649
-1.479832
-.9700159
-.4645783
-.559254
-.9180532
-1.657879
-.9101741
-.6342841
.6674728
-.5826086
-.2396111
-.5287436
.5282198
-.6808943
-1.167423
.9001973
-1.336477
-1.049595
-.7389153
-.014198
4.166776
3.077351
.9899958
.6838861
.9547516
.232915
.3441945
.5066857
-.6875649
-.6175786
-.1574797
.8418555
.6449588
-.3369038
.0951896
.2283539
.7806389
.1675791
.4097509
.5576993
-.5665654
-.5206708
-.1389068
.8756971
1.507466
-.2631172
.2880886
-.1913328
.0149143
-1.357422
.6791781
-.6968733
.0504045
-.48838
