date,cat_civic_engagement
2008m1,-.1069973
2008m2,.2477022
2008m3,.3833205
2008m4,.2439404
2008m5,-.2427883
2008m6,-.7576646
2008m7,-.8916255
2008m8,-.5232415
2008m9,.2400166
2008m10,.8707758
2008m11,.9272057
2008m12,.4853589
2009m1,.2791788
2009m2,.4310431
2009m3,.4450143
2009m4,.2841833
2009m5,-.1800688
2009m6,-.4971165
2009m7,-.4022197
2009m8,-.0011479
2009m9,.7428674
2009m10,1.400666
2009m11,1.706082
2009m12,1.541993
2010m1,1.579664
2010m2,1.913327
2010m3,2.075427
2010m4,1.815909
2010m5,1.146886
2010m6,.5832177
2010m7,.4444004
2010m8,.6362724
2010m9,1.195595
2010m10,1.444539
2010m11,1.321598
2010m12,.8262942
2011m1,.5413
2011m2,.5905917
2011m3,.6980554
2011m4,.5195826
2011m5,-.0446055
2011m6,-.4780999
2011m7,-.5680739
2011m8,-.3687544
2011m9,.1433677
2011m10,.4177332
2011m11,.470487
2011m12,.2871516
2012m1,.2085632
2012m2,.283492
2012m3,.2319895
2012m4,.1517842
2012m5,-.2278025
2012m6,-.5335348
2012m7,-.505823
2012m8,-.174052
2012m9,.2620042
2012m10,.3797154
2012m11,.3223418
2012m12,.1690648
2013m1,.2836002
2013m2,.3548737
2013m3,.1957772
2013m4,-.1573881
2013m5,-.7196282
2013m6,-1.229576
2013m7,-1.425115
2013m8,-1.293727
2013m9,-.9806431
2013m10,-.8051476
2013m11,-.8360818
2013m12,-.8478184
2014m1,-.7482868
2014m2,-.6272247
2014m3,-.6615362
2014m4,-.7188286
2014m5,-.9929362
2014m6,-1.260125
2014m7,-1.344551
2014m8,-1.234908
2014m9,-1.061041
2014m10,-1.082831
2014m11,-1.213467
2014m12,-1.305426
2015m1,-1.191325
2015m2,-1.051675
2015m3,-1.032941
2015m4,-1.139793
2015m5,-1.370977
2015m6,-1.335023
2015m7,-.917968
2015m8,-.3052992
2015m9,.3943957
2015m10,.5363822
2015m11,.3584084
2015m12,.1385926
2016m1,.1786711
2016m2,.3871771
2016m3,.6118793
2016m4,1.065442
