date,cat_family_stress
2011m1,.239388
2011m2,-.1848249
2011m3,-.4277599
2011m4,-.3753161
2011m5,-.2071428
2011m6,.1745733
2011m7,.2939496
2011m8,.1757374
2011m9,-.2322816
2011m10,-.6454131
2011m11,-.9915673
2011m12,-1.11718
2012m1,-.7904533
2012m2,-.6220463
2012m3,-.4484828
2012m4,-.1038003
2012m5,.4054949
2012m6,.7938059
2012m7,.9492271
2012m8,.5058784
2012m9,-.3629636
2012m10,-1.152978
2012m11,-1.620932
2012m12,-1.594872
2013m1,-.8819896
2013m2,-.6430854
2013m3,-.2082412
2013m4,.2039661
2013m5,.2227811
2013m6,.2488185
2013m7,.3193308
2013m8,.1749719
2013m9,-.3269693
2013m10,-.7555396
2013m11,-1.07853
2013m12,-.989361
2014m1,-.1138895
2014m2,.3366718
2014m3,.4398818
2014m4,.5280513
2014m5,.6901076
2014m6,1.004289
2014m7,1.276921
2014m8,.9732067
2014m9,.4286583
2014m10,-.0427238
2014m11,-.5459594
2014m12,-.6316179
2015m1,-.3796338
2015m2,-.1268058
2015m3,.2939336
2015m4,.6271459
2015m5,.9995702
2015m6,1.467889
2015m7,1.559614
2015m8,1.230481
2015m9,.628604
2015m10,-.0360267
2015m11,-.5066437
2015m12,-.4732268
2016m1,.0911468
2016m2,.4093893
2016m3,.5429298
2016m4,.3818441
