region,date,islam
Bretagne,2013m1,.054252863
Bretagne,2013m2,.16529192
Bretagne,2013m3,.3345578
Bretagne,2013m4,.10956191
Bretagne,2013m5,.13092369
Bretagne,2013m6,-.3185952
Bretagne,2013m7,-.78085601
Bretagne,2013m8,.46085751
Bretagne,2013m9,-.18862212
Bretagne,2013m10,-.43784735
Bretagne,2013m11,-.28939888
Bretagne,2013m12,-.29890457
Bretagne,2014m1,-.42093635
Bretagne,2014m2,-.62937784
Bretagne,2014m3,-1.4215214
Bretagne,2014m4,-1.482722
Bretagne,2014m5,-.33273679
Bretagne,2014m6,-1.2285879
Bretagne,2014m7,-.0052011497
Bretagne,2014m8,.3409791
Bretagne,2014m9,1.3765887
Bretagne,2014m10,-.4486306
Bretagne,2014m11,-.061236691
Bretagne,2014m12,.79075325
Bretagne,2015m1,3.7851133
Bretagne,2015m2,.35290512
Bretagne,2015m3,-.54629487
Bretagne,2015m4,.53435206
Bretagne,2015m5,.20725429
Bretagne,2015m6,.20986322
Bretagne,2015m7,1.4098946
Bretagne,2015m8,-.29379746
Bretagne,2015m9,.47567776
Bretagne,2015m10,.15425268
Bretagne,2015m11,1.4811393
Bretagne,2015m12,1.2912996
Bretagne,2016m1,-.43105561
Bretagne,2016m2,-1.0080734
Bretagne,2016m3,-.58785337
Bretagne,2016m4,-.0034387112
Bretagne,2016m5,-.2876766
Bretagne,2016m6,-1.1321816
Bretagne,2016m7,.30684456
Bretagne,2016m8,.23404984
Bretagne,2016m9,-.41323388
Bretagne,2016m10,-.4891412
Bretagne,2016m11,-.1072477
Bretagne,2016m12,.63766611
Bretagne,2017m1,.51861882
Bretagne,2017m2,-.88942307
Bretagne,2017m3,-.4410648
