date,swb_respect
2011m1,2.065128
2011m2,1.829586
2011m3,1.37839
2011m4,.6877974
2011m5,-.0604477
2011m6,-.7501941
2011m7,-1.360125
2011m8,-1.868374
2011m9,-1.880115
2011m10,-1.001674
2011m11,-.1930913
2011m12,-.1367668
2012m1,-.4468925
2012m2,-.6858052
2012m3,-1.036319
2012m4,-1.070723
2012m5,-1.470731
2012m6,-1.758057
2012m7,-1.441555
2012m8,-.6363052
2012m9,.0006353
2012m10,.2186477
2012m11,-.0210834
2012m12,-.1041602
2013m1,-.1749376
2013m2,-.296286
2013m3,-.2609479
2013m4,-.3079241
2013m5,-.8626677
2013m6,-1.221645
2013m7,-1.157088
2013m8,-.7141795
2013m9,-.3797211
2013m10,-.1007894
2013m11,.0651651
2013m12,.0151978
2014m1,.1723795
2014m2,.5016595
2014m3,.5134134
2014m4,.4081516
2014m5,.1477693
2014m6,-.081287
2014m7,-.4001922
2014m8,-.6815749
2014m9,-.5511788
2014m10,-.1853629
2014m11,-.1024562
2014m12,-.1672805
2015m1,-.2180219
2015m2,-.2345451
2015m3,-.2412369
2015m4,-.2530989
2015m5,-.3230329
2015m6,-.130276
2015m7,.0831667
2015m8,-.0973424
2015m9,-.3339425
2015m10,.0190631
2015m11,.3507712
2015m12,.4769935
2016m1,.423451
2016m2,.1228295
2016m3,.111121
2016m4,.4781583
