big_picture_f
.909403
1.117695
.9525418
.6886733
.1025217
-1.219639
-1.689014
-1.101843
1.192367
1.193459
1.194056
.9193362
.3240463
.6148615
.3303024
.5542774
.0284934
-1.559537
-1.968783
-1.189094
1.032505
.9436751
1.174489
.3108545
-.307874
.529555
.1109282
.1158314
-.2540189
-1.495735
-1.86064
-1.247079
.7190841
.7255284
.9032706
.7265401
.2769104
.6358754
.3497063
.1460265
-.2070003
-1.362934
-1.805786
-1.444456
.8664211
.840474
.4552258
.3593919
.19637
.2947752
.401235
.314923
-.2823114
-1.437346
-1.994779
-1.387426
1.263667
