date,cat_civic_engagement
2011m1,.8393274
2011m2,.8347624
2011m3,.7761366
2011m4,.4392738
2011m5,-.1289411
2011m6,-.8905846
2011m7,-1.31039
2011m8,-1.085486
2011m9,-.2926144
2011m10,.4916958
2011m11,.9049968
2011m12,.8520796
2012m1,.7560485
2012m2,.5674707
2012m3,.2323148
2012m4,-.1494725
2012m5,-.7409054
2012m6,-1.354812
2012m7,-1.519872
2012m8,-.9972163
2012m9,.024373
2012m10,.753652
2012m11,.9672133
2012m12,.5958008
2013m1,.3101428
2013m2,.1988851
2013m3,.1040579
2013m4,-.0752972
2013m5,-.6112362
2013m6,-1.344378
2013m7,-1.664494
2013m8,-1.360854
2013m9,-.6064726
2013m10,-.0416217
2013m11,.0747723
2013m12,-.0961078
2014m1,-.1680765
2014m2,-.0196727
2014m3,-.0665094
2014m4,-.1835889
2014m5,-.5407663
2014m6,-1.150765
2014m7,-1.386558
2014m8,-.9469908
2014m9,.070827
2014m10,.7314919
2014m11,.8106837
2014m12,.5405644
2015m1,.383531
2015m2,.4301667
2015m3,.566377
2015m4,.5256386
2015m5,.1886018
2015m6,-.4153657
2015m7,-.7671988
2015m8,-.5487775
2015m9,.3262379
2015m10,.9838135
2015m11,1.04188
2015m12,.8274283
2016m1,.7477468
2016m2,.8210751
2016m3,.8558804
2016m4,.8900774
