date,cat_layoffs
2008m1,-.7638951
2008m2,-.8495365
2008m3,-.8463726
2008m4,-.8626441
2008m5,-.9176917
2008m6,-.8366787
2008m7,-.6311225
2008m8,-.3250051
2008m9,.2351288
2008m10,1.045607
2008m11,1.99398
2008m12,2.608987
2009m1,3.003425
2009m2,2.892828
2009m3,2.36124
2009m4,1.782187
2009m5,1.344632
2009m6,1.143802
2009m7,1.112411
2009m8,1.100859
2009m9,1.276871
2009m10,1.422272
2009m11,1.458802
2009m12,1.336351
2010m1,1.236752
2010m2,1.178716
2010m3,1.188458
2010m4,1.033701
2010m5,1.02319
2010m6,1.246666
2010m7,1.332318
2010m8,1.053989
2010m9,.7783527
2010m10,.5826641
2010m11,.5538903
2010m12,.5002675
2011m1,.25456
2011m2,.0816853
2011m3,-.0345841
2011m4,-.0721383
2011m5,-.165387
2011m6,-.2518119
2011m7,-.2893205
2011m8,-.2590201
2011m9,-.1704947
2011m10,-.0995827
2011m11,-.0414811
2011m12,-.0585571
2012m1,-.0591963
2012m2,-.1136779
2012m3,-.2740078
2012m4,-.3479642
2012m5,-.3802643
2012m6,-.4019829
2012m7,-.3938247
2012m8,-.2978041
2012m9,-.0279747
2012m10,.2321974
2012m11,.2714369
2012m12,.0123892
2013m1,-.1974412
2013m2,-.3983376
2013m3,-.5593057
2013m4,-.6330801
2013m5,-.7274374
2013m6,-.8120105
2013m7,-.8239057
2013m8,-.7437449
2013m9,-.5983937
2013m10,-.5711406
2013m11,-.6204678
2013m12,-.5795853
2014m1,-.4744446
2014m2,-.4721897
2014m3,-.544583
2014m4,-.637351
2014m5,-.7844647
2014m6,-.9526178
2014m7,-1.013467
2014m8,-.9769443
2014m9,-.901959
2014m10,-.8417296
2014m11,-.8312871
2014m12,-.8399784
2015m1,-.7895787
2015m2,-.7464285
2015m3,-.7337032
2015m4,-.760215
2015m5,-.8348566
2015m6,-.9105948
2015m7,-.9378542
2015m8,-.9371049
2015m9,-.8749273
2015m10,-.826708
2015m11,-.7880576
2015m12,-.7568126
2016m1,-.7024562
2016m2,-.662304
2016m3,-.5984666
2016m4,-.5126608
