region,date,christianisme
Pays de la Loire,2013m1,-.68890387
Pays de la Loire,2013m2,-.00040863306
Pays de la Loire,2013m3,.057946615
Pays de la Loire,2013m4,-.30852634
Pays de la Loire,2013m5,-.15356557
Pays de la Loire,2013m6,-1.1878932
Pays de la Loire,2013m7,-1.3666589
Pays de la Loire,2013m8,-.8456893
Pays de la Loire,2013m9,-.65801466
Pays de la Loire,2013m10,-.5570268
Pays de la Loire,2013m11,-.24085808
Pays de la Loire,2013m12,-.1883402
Pays de la Loire,2014m1,-.12952028
Pays de la Loire,2014m2,-.076214962
Pays de la Loire,2014m3,.022853922
Pays de la Loire,2014m4,.39434028
Pays de la Loire,2014m5,.16194436
Pays de la Loire,2014m6,.15266895
Pays de la Loire,2014m7,-.034546319
Pays de la Loire,2014m8,-.19121835
Pays de la Loire,2014m9,-.098969996
Pays de la Loire,2014m10,-.252601
Pays de la Loire,2014m11,-.033595972
Pays de la Loire,2014m12,.79454368
Pays de la Loire,2015m1,1.0647722
Pays de la Loire,2015m2,.4566313
Pays de la Loire,2015m3,.28014868
Pays de la Loire,2015m4,.87929368
Pays de la Loire,2015m5,.31176934
Pays de la Loire,2015m6,.1693864
Pays de la Loire,2015m7,-.86224473
Pays de la Loire,2015m8,-.29347828
Pays de la Loire,2015m9,-.50745159
Pays de la Loire,2015m10,-.20285508
Pays de la Loire,2015m11,.085161582
Pays de la Loire,2015m12,.50509465
Pays de la Loire,2016m1,.48920736
Pays de la Loire,2016m2,.14761093
Pays de la Loire,2016m3,.36100903
Pays de la Loire,2016m4,.21061151
Pays de la Loire,2016m5,.36326167
Pays de la Loire,2016m6,-.24464929
Pays de la Loire,2016m7,-.44113588
Pays de la Loire,2016m8,.17675388
Pays de la Loire,2016m9,-.038341485
Pays de la Loire,2016m10,-.10571393
Pays de la Loire,2016m11,.37024957
Pays de la Loire,2016m12,.24014449
Pays de la Loire,2017m1,.465859
Pays de la Loire,2017m2,1.1151999
Pays de la Loire,2017m3,.95472413
