region,date,housing
Centre,2013m1,-.0974619150161743
Centre,2013m2,.9259003311395645
Centre,2013m3,.224964115023613
Centre,2013m4,.2310859352350235
Centre,2013m5,-.0660965249873698
Centre,2013m6,-.0793359875679016
Centre,2013m7,-.0308357387781143
Centre,2013m8,.7265781842172145
Centre,2013m9,-.1725762575864792
Centre,2013m10,-.9067341387271881
Centre,2013m11,-1.376500201225281
Centre,2013m12,-1.817123818397522
Centre,2014m1,-.2127114355564118
Centre,2014m2,-.451602554321289
Centre,2014m3,-.3404496550559998
Centre,2014m4,-.7495012760162354
Centre,2014m5,-.4182123124599457
Centre,2014m6,-.3132333844900131
Centre,2014m7,.5667016088962555
Centre,2014m8,.2827567666769027
Centre,2014m9,-.2922492742538452
Centre,2014m10,-.4000439669936895
Centre,2014m11,-1.034720468521118
Centre,2014m12,-1.607727909088135
Centre,2015m1,-.2228255778551102
Centre,2015m2,.003872737288475
Centre,2015m3,.508724981546402
Centre,2015m4,-.0393263936042786
Centre,2015m5,-.3982497453689575
Centre,2015m6,.1108329466544092
Centre,2015m7,.8121441446244717
Centre,2015m8,.3147730529308319
Centre,2015m9,-.2597730077803135
Centre,2015m10,-.7656561687588692
Centre,2015m11,-1.272766184806824
Centre,2015m12,-1.765227913856506
Centre,2016m1,-.3693480610847473
Centre,2016m2,.0439269557595253
Centre,2016m3,.0850464373826981
Centre,2016m4,.408459484577179
Centre,2016m5,-.0804072976112366
Centre,2016m6,
