date,cat_health_worries
2008m1,-.6216814
2008m2,-.7972957
2008m3,-.7584335
2008m4,-.6653129
2008m5,-.642679
2008m6,-.6066478
2008m7,-.4521635
2008m8,-.0765875
2008m9,.3086225
2008m10,.5567304
2008m11,.6695354
2008m12,.8037255
2009m1,.9007117
2009m2,.8109955
2009m3,.8051035
2009m4,.803778
2009m5,.592298
2009m6,.5100276
2009m7,.6202751
2009m8,.901669
2009m9,1.247379
2009m10,1.668553
2009m11,1.457319
2009m12,.988439
2010m1,.8891458
2010m2,.9954896
2010m3,1.398376
2010m4,1.809696
2010m5,1.839548
2010m6,1.64023
2010m7,1.342516
2010m8,1.104945
2010m9,.9009922
2010m10,.9072801
2010m11,1.039613
2010m12,1.096266
2011m1,1.226417
2011m2,1.378264
2011m3,1.197845
2011m4,.9895535
2011m5,.7580561
2011m6,.6670892
2011m7,.6077285
2011m8,.76103
2011m9,.9285631
2011m10,.7692809
2011m11,.5742216
2011m12,.576484
2012m1,.7377855
2012m2,.7761541
2012m3,.6178151
2012m4,.3375425
2012m5,.0527327
2012m6,-.2132856
2012m7,-.4198189
2012m8,-.472026
2012m9,-.3533375
2012m10,-.1975464
2012m11,-.1194455
2012m12,-.1164638
2013m1,-.1033462
2013m2,-.0902334
2013m3,-.131357
2013m4,-.1803845
2013m5,-.2965669
2013m6,-.4278269
2013m7,-.5697626
2013m8,-.712871
2013m9,-.7437565
2013m10,-.7370546
2013m11,-.8783973
2013m12,-1.0768
2014m1,-1.193496
2014m2,-1.253788
2014m3,-1.149273
2014m4,-1.002888
2014m5,-.8693233
2014m6,-.8771269
2014m7,-.8762089
2014m8,-.8310797
2014m9,-.6733375
2014m10,-.5257064
2014m11,-.6894311
2014m12,-.7786809
2015m1,-.6532219
2015m2,-.4504875
2015m3,-.479771
2015m4,-.8253569
2015m5,-1.193574
2015m6,-1.371024
2015m7,-1.38426
2015m8,-1.427556
2015m9,-1.519562
2015m10,-1.491473
2015m11,-1.475086
2015m12,-1.545619
2016m1,-1.45966
2016m2,-1.274132
2016m3,-1.057013
2016m4,-.7766021
