date,swb_job_satisfaction
2008m1,-.5072824
2008m2,-.4176609
2008m3,-.4748806
2008m4,-.6726472
2008m5,-.8310919
2008m6,-.8613064
2008m7,-.8764642
2008m8,-.7253925
2008m9,-.2165939
2008m10,.4671581
2008m11,1.254597
2008m12,1.694537
2009m1,1.979647
2009m2,2.099538
2009m3,1.806488
2009m4,1.568415
2009m5,1.2329
2009m6,.8350823
2009m7,.747555
2009m8,.9759734
2009m9,1.404336
2009m10,1.927533
2009m11,2.128265
2009m12,1.755442
2010m1,1.332641
2010m2,1.283178
2010m3,1.427521
2010m4,1.436304
2010m5,1.221099
2010m6,.9681621
2010m7,.8261905
2010m8,.7809718
2010m9,.7881571
2010m10,.8981199
2010m11,.9714507
2010m12,.8811935
2011m1,.6337775
2011m2,.6231818
2011m3,.4751867
2011m4,.2758593
2011m5,.0961905
2011m6,.0346331
2011m7,-.0560697
2011m8,-.0479453
2011m9,.1641384
2011m10,.1296899
2011m11,.004137
2011m12,-.0520326
2012m1,-.1176929
2012m2,-.1636479
2012m3,-.2912141
2012m4,-.4129413
2012m5,-.4940134
2012m6,-.6333162
2012m7,-.5807818
2012m8,-.4400935
2012m9,-.1694335
2012m10,.1608077
2012m11,.477135
2012m12,.6648526
2013m1,.4920821
2013m2,.215185
2013m3,-.023963
2013m4,-.2445687
2013m5,-.2257893
2013m6,-.0915222
2013m7,.1830364
2013m8,.0632351
2013m9,-.0757634
2013m10,-.1914232
2013m11,-.3355725
2013m12,-.18209
2014m1,-.0986989
2014m2,-.2216834
2014m3,-.3278608
2014m4,-.369835
2014m5,-.3020957
2014m6,-.4846974
2014m7,-.6844782
2014m8,-.9211563
2014m9,-1.013476
2014m10,-1.013621
2014m11,-.9988524
2014m12,-1.028114
2015m1,-1.037115
2015m2,-1.030619
2015m3,-.9890381
2015m4,-.9770015
2015m5,-1.133199
2015m6,-1.309069
2015m7,-1.393202
2015m8,-1.362553
2015m9,-1.198194
2015m10,-1.10088
2015m11,-1.062772
2015m12,-1.118523
2016m1,-1.210603
2016m2,-1.183603
2016m3,-1.02205
2016m4,-.7478941
