date,cat_health_worries
2008m1,-.1536318
2008m2,-.145905
2008m3,-.2552533
2008m4,-.2887924
2008m5,-.3865186
2008m6,-.2850832
2008m7,-.2152294
2008m8,-.0537787
2008m9,.2418907
2008m10,.330344
2008m11,.4876074
2008m12,.4677902
2009m1,.3855868
2009m2,.4832794
2009m3,.6239764
2009m4,.7948261
2009m5,.9119229
2009m6,.987379
2009m7,1.004562
2009m8,1.180076
2009m9,1.587701
2009m10,1.97826
2009m11,1.755294
2009m12,1.253505
2010m1,1.26636
2010m2,1.396344
2010m3,1.54702
2010m4,1.499272
2010m5,1.274561
2010m6,.991605
2010m7,.6023114
2010m8,.4644567
2010m9,.4281382
2010m10,.509473
2010m11,.6498378
2010m12,.75438
2011m1,1.092006
2011m2,1.271233
2011m3,1.059561
2011m4,.9266548
2011m5,.9352487
2011m6,.8612493
2011m7,.6783237
2011m8,.6313707
2011m9,.8121333
2011m10,.7440573
2011m11,.7106658
2011m12,.7021741
2012m1,.8953261
2012m2,.9594176
2012m3,.8013554
2012m4,.6429063
2012m5,.49741
2012m6,.1600932
2012m7,-.1798556
2012m8,-.2721631
2012m9,-.1399387
2012m10,-.1297692
2012m11,-.3622401
2012m12,-.5731608
2013m1,-.4427652
2013m2,-.4095463
2013m3,-.5926237
2013m4,-.8918508
2013m5,-1.049438
2013m6,-1.000019
2013m7,-.852915
2013m8,-.8040172
2013m9,-.7503313
2013m10,-.7419085
2013m11,-.8958084
2013m12,-.9229792
2014m1,-.7506136
2014m2,-.6349251
2014m3,-.5955486
2014m4,-.5636638
2014m5,-.5625113
2014m6,-.6901565
2014m7,-.836916
2014m8,-.8729694
2014m9,-.8036582
2014m10,-.7577139
2014m11,-.95693
2014m12,-1.082021
2015m1,-.9280065
2015m2,-.573373
2015m3,-.4732462
2015m4,-.7281159
2015m5,-1.057626
2015m6,-1.266583
2015m7,-1.342191
2015m8,-1.417992
2015m9,-1.520503
2015m10,-1.559538
2015m11,-1.547135
2015m12,-1.524036
2016m1,-1.393553
2016m2,-1.285017
2016m3,-1.077847
2016m4,-.6410366
