date,swb_security
2008m1,.1469227
2008m2,-.2475864
2008m3,-.0192214
2008m4,.3932071
2008m5,.5466005
2008m6,.5726885
2008m7,.3013979
2008m8,-.1082802
2008m9,-.4501135
2008m10,-.5382415
2008m11,-.3540659
2008m12,-.1386418
2009m1,-.1364359
2009m2,-.4521142
2009m3,-.7777139
2009m4,-.8523419
2009m5,-.6865299
2009m6,-.009559
2009m7,.4565205
2009m8,.6418983
2009m9,.2916663
2009m10,-.5081921
2009m11,-.9274948
2009m12,-1.143499
2010m1,-1.330931
2010m2,-1.890866
2010m3,-1.612298
2010m4,-.9202195
2010m5,.0861743
2010m6,1.109152
2010m7,1.547336
2010m8,1.073064
2010m9,.5479805
2010m10,.2582541
2010m11,-.0780849
2010m12,-.3648255
2011m1,-.5439251
2011m2,-.3755327
2011m3,.0257309
2011m4,.2414725
2011m5,.4261505
2011m6,.7950884
2011m7,.6260759
2011m8,.2566039
2011m9,-.4133672
2011m10,-1.096792
2011m11,-1.226902
2011m12,-.7638353
2012m1,-.3616734
2012m2,-.217631
2012m3,-.0977916
2012m4,.1558184
2012m5,.3880832
2012m6,.7498903
2012m7,.8355235
2012m8,.5971376
2012m9,-.112672
2012m10,-.4543678
2012m11,-.2832796
2012m12,.1748693
2013m1,.3046002
2013m2,.4858823
2013m3,.497968
2013m4,.711812
2013m5,1.024307
2013m6,1.367934
2013m7,1.281294
2013m8,1.060898
2013m9,.7079328
2013m10,.4727053
2013m11,.3647548
2013m12,.4185857
2014m1,.8189026
2014m2,.8742083
2014m3,1.187542
2014m4,1.238284
2014m5,1.215505
2014m6,1.386026
2014m7,1.260732
2014m8,.9281309
2014m9,.3992762
2014m10,.1175369
2014m11,.0608631
2014m12,.1064014
2015m1,.0455433
2015m2,.2488046
2015m3,.653246
2015m4,.8227487
2015m5,1.051915
2015m6,1.326673
2015m7,1.363575
2015m8,1.006824
2015m9,.4228046
2015m10,-.0083223
2015m11,-.0716862
2015m12,-.1016507
2016m1,.1461635
2016m2,.422665
2016m3,.4515695
2016m4,.5424637
