date,cat_social_progress
2011m1,-.2400466
2011m2,-.040076
2011m3,.0544284
2011m4,-.0611439
2011m5,-.5462053
2011m6,-1.008466
2011m7,-1.082768
2011m8,-.7719279
2011m9,-.2613947
2011m10,-.0577209
2011m11,-.1538564
2011m12,-.2673849
2012m1,-.1822838
2012m2,.0590021
2012m3,.2075003
2012m4,.2472116
2012m5,-.1171975
2012m6,-.5162055
2012m7,-.6519316
2012m8,-.3621199
2012m9,.1984067
2012m10,.2866496
2012m11,.1183029
2012m12,-.2454682
2013m1,-.2007382
2013m2,.0677096
2013m3,.1139961
2013m4,-.1478205
2013m5,-.6877787
2013m6,-1.161169
2013m7,-1.273507
2013m8,-1.049573
2013m9,-.6608967
2013m10,-.5091398
2013m11,-.5031326
2013m12,-.5363708
2014m1,-.430394
2014m2,-.2581052
2014m3,-.0938004
2014m4,-.0318582
2014m5,-.2834252
2014m6,-.6033506
2014m7,-.6196621
2014m8,-.2775552
2014m9,-.0170122
2014m10,-.0366052
2014m11,-.2172297
2014m12,-.3473709
2015m1,-.2332564
2015m2,.0520087
2015m3,.2015666
2015m4,-.0338732
2015m5,-.4673187
2015m6,-.557819
2015m7,-.0276477
2015m8,1.01119
2015m9,2.113925
2015m10,2.493887
2015m11,2.183821
2015m12,1.723746
2016m1,1.74459
2016m2,1.929839
2016m3,1.707401
2016m4,1.317424
