date,swb_happiness
2011m1,-.3531963
2011m2,.1747526
2011m3,.408271
2011m4,.5763991
2011m5,.873768
2011m6,.9257818
2011m7,.7576732
2011m8,.3873835
2011m9,-.1552859
2011m10,-.2065857
2011m11,.1406069
2011m12,.2548512
2012m1,.0219906
2012m2,-.0156753
2012m3,.2522734
2012m4,.5534663
2012m5,.8643834
2012m6,.9324904
2012m7,.6295044
2012m8,.1574515
2012m9,-.0864188
2012m10,.53389
2012m11,1.079721
2012m12,1.00378
2013m1,.5571606
2013m2,.2301771
2013m3,.0503459
2013m4,.1081168
2013m5,.294479
2013m6,.5412805
2013m7,.484859
2013m8,-.0341789
2013m9,-.5109385
2013m10,-.2449854
2013m11,.2611618
2013m12,.4643553
2014m1,.1291056
2014m2,.0924885
2014m3,.1996361
2014m4,.4870063
2014m5,.6857564
2014m6,.4511425
2014m7,-.1543014
2014m8,-.7589757
2014m9,-1.199878
2014m10,-.5823904
2014m11,.1889578
2014m12,.5603542
2015m1,.2569164
2015m2,.3314132
2015m3,.6721117
2015m4,.7991363
2015m5,.926752
2015m6,.9265514
2015m7,.7514767
2015m8,.2668234
2015m9,-.0591687
2015m10,.5752968
2015m11,1.526618
2015m12,2.134241
2016m1,1.78836
2016m2,1.177022
2016m3,.5253254
2016m4,-.4922078
