healthy_habits_f
1.368129
.8104763
-.0484894
-.5208671
-.3290341
.7185937
-.5864494
-.5808582
-1.137998
-1.863089
-1.255191
-.9098191
1.084972
.2749008
.5774208
-.042548
.7648183
.6600429
1.115495
.0379913
-.0292616
-1.595406
-1.689163
-1.387223
.5962119
1.286015
1.546285
1.318814
1.062654
.0548078
1.106665
.5787726
-1.566389
-1.111457
-.8375852
-.9129005
1.70859
.7990161
1.062916
.46872
.4202265
.0288628
1.020896
-.869563
-1.69689
-1.266535
-1.354995
-.7156084
1.540519
.5207564
.3766105
.0614054
.2271818
.3048128
.5259277
-.126215
-1.595971
