date,cat_family
2011m1,-.0960651
2011m2,-.543324
2011m3,-.8546449
2011m4,-1.098893
2011m5,-1.342694
2011m6,-1.452506
2011m7,-1.281194
2011m8,-.6915988
2011m9,.0054164
2011m10,.4252942
2011m11,.4051421
2011m12,.2184793
2012m1,-.0746999
2012m2,-.3973236
2012m3,-.7864273
2012m4,-1.169484
2012m5,-1.490471
2012m6,-1.579929
2012m7,-1.389816
2012m8,-.9061773
2012m9,-.1728056
2012m10,.4127299
2012m11,.8832916
2012m12,1.119222
2013m1,.7355446
2013m2,.167766
2013m3,-.2770896
2013m4,-.5658811
2013m5,-.6021386
2013m6,-.3037849
2013m7,.4696227
2013m8,1.273917
2013m9,1.905649
2013m10,2.311261
2013m11,2.259686
2013m12,1.6812
2014m1,.5936518
2014m2,-.1967756
2014m3,-.6457725
2014m4,-.861187
2014m5,-.5531037
2014m6,-.1911526
2014m7,-.0550927
2014m8,.1307266
2014m9,.4459407
2014m10,.708383
2014m11,.744455
2014m12,.656828
2015m1,.3003927
2015m2,-.0223986
2015m3,-.1922705
2015m4,-.3373407
2015m5,-.5254718
2015m6,-.7001272
2015m7,-.6305432
2015m8,-.1062307
2015m9,.5969797
2015m10,.9458376
2015m11,.9128889
2015m12,.76044
2016m1,.4497507
2016m2,.2062536
2016m3,.1560043
2016m4,.2116609
