date,cat_family_stress
2011m1,-.1425144
2011m2,-.1320416
2011m3,-.1813265
2011m4,-.2454633
2011m5,-.0932525
2011m6,.3096976
2011m7,.7393886
2011m8,.9236667
2011m9,.9552409
2011m10,.8290026
2011m11,.2155546
2011m12,-.421993
2012m1,-.5797309
2012m2,-.5259992
2012m3,-.4694083
2012m4,-.2397335
2012m5,.0624578
2012m6,.7123446
2012m7,1.637886
2012m8,1.462469
2012m9,.4476559
2012m10,-.5150793
2012m11,-.9313277
2012m12,-.9385702
2013m1,-.7954465
2013m2,-.4641916
2013m3,-.1742968
2013m4,.0734001
2013m5,.1295073
2013m6,.5570423
2013m7,1.007673
2013m8,.9002579
2013m9,.3350847
2013m10,-.4608372
2013m11,-.9533831
2013m12,-1.026104
2014m1,-.6371315
2014m2,-.4323072
2014m3,-.4258299
2014m4,-.0516483
2014m5,.765994
2014m6,1.415825
2014m7,1.492211
2014m8,1.04575
2014m9,.2720114
2014m10,-.3322095
2014m11,-.7102148
2014m12,-.5210186
2015m1,-.3798527
2015m2,-.4821059
2015m3,-.4850938
2015m4,-.4244393
2015m5,-.3275563
2015m6,.198758
2015m7,.8568342
2015m8,.6511041
2015m9,-.0435661
2015m10,-.5208991
2015m11,-.5197864
2015m12,-.2998254
2016m1,-.1633115
2016m2,-.2763926
2016m3,-.6798655
2016m4,-.9930625
