date,cat_social_progress
2011m1,-.296454
2011m2,-.0033251
2011m3,.0606982
2011m4,-.187828
2011m5,-.7161313
2011m6,-1.292329
2011m7,-1.459217
2011m8,-1.200808
2011m9,-.5951368
2011m10,-.2830836
2011m11,-.1125853
2011m12,-.2829533
2012m1,-.4315511
2012m2,-.3017139
2012m3,-.0081042
2012m4,-.0653261
2012m5,-.6217272
2012m6,-1.275169
2012m7,-1.502156
2012m8,-1.240419
2012m9,-.6595361
2012m10,-.303655
2012m11,-.1881651
2012m12,-.1797771
2013m1,-.0944905
2013m2,.1087179
2013m3,.3212568
2013m4,.1887771
2013m5,-.3467922
2013m6,-.9454499
2013m7,-1.194283
2013m8,-.9752737
2013m9,-.3297832
2013m10,.1903452
2013m11,.2364469
2013m12,.0759233
2014m1,.0547723
2014m2,.2135786
2014m3,.3791394
2014m4,.4006697
2014m5,.2259387
2014m6,-.2773697
2014m7,-.7737252
2014m8,-.7287304
2014m9,-.0984692
2014m10,.3442473
2014m11,.5878992
2014m12,.8958539
2015m1,1.135919
2015m2,1.28301
2015m3,1.419847
2015m4,1.386548
2015m5,.9678122
2015m6,.1932876
2015m7,-.5426075
2015m8,-.6629903
2015m9,-.0533273
2015m10,.6281155
2015m11,.9587194
2015m12,1.018934
2016m1,1.269169
2016m2,1.551272
2016m3,1.906874
2016m4,2.226669
