date,cat_layoffs
2008m1,-.4375401
2008m2,-.533425
2008m3,-.5381619
2008m4,-.6276675
2008m5,-.8445554
2008m6,-.9741474
2008m7,-.9642988
2008m8,-.8032402
2008m9,-.2350361
2008m10,.7978627
2008m11,1.953822
2008m12,2.577166
2009m1,3.146367
2009m2,3.237819
2009m3,2.651147
2009m4,1.816494
2009m5,1.207545
2009m6,1.086098
2009m7,1.02962
2009m8,1.063716
2009m9,1.223226
2009m10,1.388021
2009m11,1.271611
2009m12,1.079488
2010m1,1.237153
2010m2,1.495179
2010m3,1.232527
2010m4,.8839017
2010m5,.6691687
2010m6,.7118526
2010m7,.6400635
2010m8,.5184735
2010m9,.5002133
2010m10,.4466281
2010m11,.4095742
2010m12,.2090445
2011m1,-.0042371
2011m2,-.2008597
2011m3,-.343271
2011m4,-.3986002
2011m5,-.4462864
2011m6,-.445432
2011m7,-.4227645
2011m8,-.2847226
2011m9,-.1064626
2011m10,-.0536675
2011m11,-.1160043
2011m12,-.1632371
2012m1,-.0995636
2012m2,-.2043202
2012m3,-.4223946
2012m4,-.6293433
2012m5,-.7822527
2012m6,-.7510026
2012m7,-.5588455
2012m8,-.413453
2012m9,-.1188811
2012m10,.1427685
2012m11,.1196266
2012m12,-.0349298
2013m1,-.1073106
2013m2,-.3769484
2013m3,-.6249148
2013m4,-.6569279
2013m5,-.7001179
2013m6,-.7560052
2013m7,-.8201575
2013m8,-.8080934
2013m9,-.6450934
2013m10,-.4987562
2013m11,-.5336172
2013m12,-.4938216
2014m1,-.3823077
2014m2,-.4614808
2014m3,-.5226809
2014m4,-.5062554
2014m5,-.5397785
2014m6,-.5487982
2014m7,-.5785016
2014m8,-.6401327
2014m9,-.6252465
2014m10,-.5832291
2014m11,-.6293594
2014m12,-.6909969
2015m1,-.5975899
2015m2,-.4939723
2015m3,-.5472746
2015m4,-.6857751
2015m5,-.8463323
2015m6,-.9097816
2015m7,-.9314874
2015m8,-.8676578
2015m9,-.6546452
2015m10,-.5187026
2015m11,-.3763471
2015m12,-.2372029
2016m1,-.2092206
2016m2,-.2472392
2016m3,-.1007574
2016m4,.1669428
