region,date,islam
Auvergne,2013m1,-.66588145
Auvergne,2013m2,-.81560123
Auvergne,2013m3,-.57048559
Auvergne,2013m4,-.68091279
Auvergne,2013m5,-.2571739
Auvergne,2013m6,-.39817113
Auvergne,2013m7,.62432128
Auvergne,2013m8,1.0308275
Auvergne,2013m9,.25269687
Auvergne,2013m10,.12854646
Auvergne,2013m11,-.026093032
Auvergne,2013m12,-.22280255
Auvergne,2014m1,-.16398065
Auvergne,2014m2,-.47533351
Auvergne,2014m3,.54860061
Auvergne,2014m4,-.96269959
Auvergne,2014m5,-.79955953
Auvergne,2014m6,-.41299567
Auvergne,2014m7,.081223205
Auvergne,2014m8,.15043721
Auvergne,2014m9,.93026346
Auvergne,2014m10,-.20600252
Auvergne,2014m11,-.31344214
Auvergne,2014m12,.90015769
Auvergne,2015m1,1.7036536
Auvergne,2015m2,.62459886
Auvergne,2015m3,.22591834
Auvergne,2015m4,-.29094216
Auvergne,2015m5,.32647356
Auvergne,2015m6,.11357114
Auvergne,2015m7,-.26553455
Auvergne,2015m8,.70485646
Auvergne,2015m9,.12398811
Auvergne,2015m10,-.46003258
Auvergne,2015m11,1.4878466
Auvergne,2015m12,.24615738
Auvergne,2016m1,.16952731
Auvergne,2016m2,.73805344
Auvergne,2016m3,-.36481583
Auvergne,2016m4,-.28369376
Auvergne,2016m5,-.27711669
Auvergne,2016m6,-1.4719201
Auvergne,2016m7,.014484813
Auvergne,2016m8,.50791669
Auvergne,2016m9,-.44590732
Auvergne,2016m10,-.45388207
Auvergne,2016m11,-.37694821
Auvergne,2016m12,-.11852799
Auvergne,2017m1,-.26611188
Auvergne,2017m2,-.10965824
Auvergne,2017m3,.22835433
