date,cat_financial_security
2011m1,1.946042
2011m2,1.415275
2011m3,.7683088
2011m4,.5214417
2011m5,.2115434
2011m6,-.0239851
2011m7,.1733356
2011m8,.3327231
2011m9,.0802527
2011m10,-.221536
2011m11,-.6783072
2011m12,-.7969529
2012m1,-.298919
2012m2,-.267367
2012m3,-.2099727
2012m4,-.1107332
2012m5,-.1613138
2012m6,-.1556371
2012m7,-.2220072
2012m8,-.3389797
2012m9,-.6773401
2012m10,-.9671952
2012m11,-1.141345
2012m12,-.78146
2013m1,.0113092
2013m2,.2665042
2013m3,.1827207
2013m4,-.0742529
2013m5,-.3401792
2013m6,-.7407659
2013m7,-.85353
2013m8,-.6562068
2013m9,-.7499851
2013m10,-.8467063
2013m11,-.8539576
2013m12,-.433555
2014m1,.0753011
2014m2,-.0720098
2014m3,-.4963244
2014m4,-.5932148
2014m5,-.3933579
2014m6,-.0184408
2014m7,.2481772
2014m8,.0126454
2014m9,-.2830598
2014m10,-.3256831
2014m11,-.3927358
2014m12,-.1926385
2015m1,.3185322
2015m2,.3272663
2015m3,.2889479
2015m4,.5758895
2015m5,.7526643
2015m6,1.162578
2015m7,1.02927
2015m8,.5817636
2015m9,.1909077
2015m10,-.1228189
2015m11,-.1618759
2015m12,.3855338
2016m1,1.195295
2016m2,1.278711
2016m3,.9206839
2016m4,.4007256
