date,cat_health_worries
2011m1,2.088687
2011m2,2.308319
2011m3,1.984579
2011m4,1.400979
2011m5,1.067996
2011m6,.9863602
2011m7,.9571234
2011m8,1.223211
2011m9,1.552795
2011m10,1.516259
2011m11,1.240007
2011m12,1.028105
2012m1,1.042849
2012m2,1.205945
2012m3,1.222064
2012m4,1.042114
2012m5,.6474591
2012m6,.2212512
2012m7,.0320758
2012m8,.1216923
2012m9,.2804771
2012m10,.1854042
2012m11,-.0887569
2012m12,-.2431201
2013m1,-.1252352
2013m2,-.0536344
2013m3,-.0552172
2013m4,-.1131306
2013m5,-.141837
2013m6,-.2199701
2013m7,-.432938
2013m8,-.4499413
2013m9,-.3242128
2013m10,-.3060135
2013m11,-.516745
2013m12,-.7281358
2014m1,-.6926842
2014m2,-.5530383
2014m3,-.4314145
2014m4,-.3898926
2014m5,-.3622783
2014m6,-.3570896
2014m7,-.3050513
2014m8,-.2125544
2014m9,-.1187856
2014m10,-.1791452
2014m11,-.371116
2014m12,-.5201415
2015m1,-.4683235
2015m2,-.4845333
2015m3,-.6787754
2015m4,-.9886027
2015m5,-1.201771
2015m6,-1.195237
2015m7,-1.029087
2015m8,-1.039531
2015m9,-1.128365
2015m10,-1.274398
2015m11,-1.406617
2015m12,-1.386122
2016m1,-1.325916
2016m2,-1.124742
2016m3,-.6232004
2016m4,.2915486
