date,swb_stress
2011m1,-.4051585
2011m2,-.4500265
2011m3,-.5088476
2011m4,-.4744187
2011m5,-.5853491
2011m6,-.5000638
2011m7,-.0804977
2011m8,.3952852
2011m9,.3751585
2011m10,-.028764
2011m11,-.4087893
2011m12,-.4937125
2012m1,-.4666316
2012m2,-.7033681
2012m3,-.8625018
2012m4,-.7578658
2012m5,-.7685177
2012m6,-1.026117
2012m7,-.7835773
2012m8,.0788044
2012m9,.8754059
2012m10,1.343086
2012m11,1.287975
2012m12,.2990312
2013m1,-.7570632
2013m2,-1.46196
2013m3,-1.668414
2013m4,-1.011439
2013m5,-.680694
2013m6,-.6931732
2013m7,-.9335489
2013m8,-1.095379
2013m9,-1.049047
2013m10,-1.317157
2013m11,-1.679664
2013m12,-1.538458
2014m1,-1.117195
2014m2,-1.000688
2014m3,-.9233733
2014m4,-1.027447
2014m5,-1.266707
2014m6,-1.107895
2014m7,-.788644
2014m8,-.3476808
2014m9,-.0184542
2014m10,-.1364761
2014m11,-.564368
2014m12,-1.022244
2015m1,-1.327903
2015m2,-1.330852
2015m3,-1.11594
2015m4,-1.099868
2015m5,-1.51697
2015m6,-1.894936
2015m7,-1.825228
2015m8,-1.34788
2015m9,-.9001701
2015m10,-1.074644
2015m11,-1.708442
2015m12,-2.029244
2016m1,-1.874003
2016m2,-1.35526
2016m3,-.8371381
2016m4,-.5844569
